Trail#,Year,State,Site,Core,Block,Long,Lat,Seq,Horizon,Depth_Start,Depth_End,Clay,Silt,Sand,CEC,TC,TOC,TIC,OM1,OM2,OM3,N,pH_salt,pH_water,EC1:1,BD_Measured,BD_Saxton,WC,Sample_Date,Sample_Tip,Field_Notes,Field_Notes2
11,2014,ND,Amenia,2,2,-97.18407516,46.98512537,2,Bk1,23,61,24.6,45.7,29.7,16,2.62,0.88,1.74,1.4,1.5136,1.5,0.09,8,8.3,0.63,1.22,1.47,0.247,5/30/2014,QR,Very dark gray to dark gray (10YR 3.5/1); few fine faint and distinct redoximorphic accumulations below 50 cm in this horizon; silt loam; violently effervescent,
11,2014,ND,Amenia,2,2,-97.18407516,46.98512537,3,Bk2,61,84,22.5,57.2,20.3,13.4,3.28,0.23,3.05,0.7,0.3956,0.82,0.039,7.9,8.1,1.52,1.3,1.51,0.264,5/30/2014,QR,Light olive brown (2.5Y 5/3); common prominent light olive brown (2.5Y 5/4) redoximorphic accumulations and common distinct light brownish gray (2.5Y 6/2) redoximorphic depletions; silt loam; violently effervescent; common fine nests and masses of carbonate,
11,2014,ND,Amenia,2,2,-97.18407516,46.98512537,4,C1,84,110,20,72,8,15.6,2.56,0.23,2.33,0.6,0.3956,0.79,0.033,8,8.1,1.59,1.13,1.5,0.321,5/30/2014,QR,Light olive brown (2.5Y 5/4); silt loam; strongly effervescent,
11,2014,ND,Amenia,3,3,-97.18416864,46.98533464,1,Ap,0,23,23.8,37.2,39,26.1,1.89,1.89,0,3.4,3.2508,3.12,0.178,7.2,7.5,0.78,1.43,1.37,0.243,5/30/2014,QR,Black (10YR 2/1); very fine sandy clay loam; non-effervescent,Tiffany like pedon: Bky is too deep for a diagnostic calcic horizon
11,2014,ND,Amenia,3,3,-97.18416864,46.98533464,2,Bw,23,47,19,31.9,49.1,16.9,0.77,0.63,0.14,1.2,1.0836,1.11,0.06,7.7,7.8,1.2,1.44,1.54,0.214,5/30/2014,QR,"Very dark grayish brown (10YR 3/2), light brownish gray (10YR 6/2) dry; common prominent light olive brown (2.5Y 5/4) redoximorphic accumulations; light loam or very fine sandy clay loam; non-effervescent",
11,2014,ND,Amenia,3,3,-97.18416864,46.98533464,3,Bky,47,68,21.8,53.4,24.8,14.4,2.89,0.45,2.44,0.9,0.774,1.02,0.046,7.9,7.9,1.91,1.22,1.51,0.264,5/30/2014,QR,Light olive brown (2.5Y 5/3); common prominent light olive brown (2.5Y 5/4) redoximorphic accumulations and common distinct light brownish gray (2.5Y 6/2) redoximorphic depletions; silt loam; violently effervescent; common fine nests and threads of gypsum,
11,2014,ND,Amenia,3,3,-97.18416864,46.98533464,4,Bk,68,89,19.7,60.3,20,13.3,2.86,0.2,2.66,0.6,0.344,0.73,0.03,7.9,7.9,1.78,1.28,1.53,0.257,5/30/2014,QR,Light olive brown (2.5Y 5/3); common prominent light olive brown (2.5Y 5/4) redoximorphic accumulations and common distinct grayish brown (2.5Y 5/2) redoximorphic depletions; very fine sandy loam; strongly effervescent,
11,2014,ND,Amenia,3,3,-97.18416864,46.98533464,5,C,89,117,20.1,73.9,6,16.7,2.97,0.18,2.79,0.5,0.3096,0.77,0.021,7.8,7.8,2.22,1.24,1.51,0.327,5/30/2014,QR,Light olive brown (2.5Y 5/4); silt loam; strongly effervescent: Note: the gypsum nests persist below 90 cm in the C horizon,
11,2014,ND,Amenia,4,4,-97.18454488,46.98541115,1,Ap,0,22,24.9,36.5,38.6,26.8,2.06,2.06,0,2.9,3.5432,3.38,0.177,7.2,7.6,0.46,1.38,1.4,0.238,5/30/2014,QR,Black (10YR 2/1); silty clay loam; moderate coarse blocky structure parting to platy; non-effervescent,This pedon would be closer to a moderately well drained Tiffany
11,2014,ND,Amenia,4,4,-97.18454488,46.98541115,2,Bw,22,54,18.4,29.9,51.7,16.9,0.61,0.61,0,0.9,1.0492,1.1,0.059,7.5,7.6,1.18,1.58,1.57,0.221,5/30/2014,QR,Very dark grayish brown (10YR 3/2); few fine faint yellowish brown (10YR 5/4) redoximorphic accumulations; very fine sandy clay loam; non-effervescent,
11,2014,ND,Amenia,4,4,-97.18454488,46.98541115,3,Bk1,54,83,17.2,55.9,26.9,13.7,2.33,0.29,2.04,0.6,0.4988,0.78,0.034,7.8,8,1.14,1.26,1.56,0.254,5/30/2014,QR,Grayish brown (2.5Y 5/2; very fine sandy loam; violently effervescent,
11,2014,ND,Amenia,4,4,-97.18454488,46.98541115,4,Bk2,83,110,20.3,69.5,10.2,15.9,2.74,0.22,2.52,0.8,0.3784,0.8,0.035,7.9,8,1.26,1.34,1.49,0.299,5/30/2014,QR,"Yellowish brown (2.5Y 5/4); silt loam, slightly effervescent",
12,2014,ND,Durbin,1,1,-97.15770162,46.85670645,1,Ap,0,20,55.5,34.2,10.3,41.9,2.49,2.49,0,3.9,4.2828,4.01,0.208,7.4,7.1,0.39,1.35,1.22,0.298,10/27/2014,QR,"Black (10YR 2/1); silty clay, moderate fine and medium granular structure; non-effervescent",This pedon would be classified as a Fargo
12,2014,ND,Durbin,1,1,-97.15770162,46.85670645,2,A,20,36,71.8,22.3,5.9,48.4,1.74,1.74,0,3.2,2.9928,3.11,0.147,7.1,6.7,0.43,1.17,1.16,0.37,10/27/2014,QR,"Black (10YR 2/1); silty clay, moderate medium and coarse prismatic parting to weak medium granular structure; non-effervescent",
12,2014,ND,Durbin,1,1,-97.15770162,46.85670645,3,Bw,36,52,74.9,20.1,5,48.9,1.43,1.43,0,2.7,2.4596,2.74,0.117,7.1,6.7,0.51,1.27,1.13,0.386,10/27/2014,QR,"Very dark gray (2.5Y 3/1), silty clay, non-effervescent",
12,2014,ND,Durbin,1,1,-97.15770162,46.85670645,4,Bgss,52,95,80.4,16.3,3.3,46.8,1.21,1.07,0.14,2.2,1.8404,2.17,0.091,7.7,7.4,0.5,1.19,1.07,0.395,10/27/2014,QR,"Very dark gray (2.5Y 3/1), silty clay, non-effervescent, common slickensided surfaces, common fine redox accumulations below 75 cm",
12,2014,ND,Durbin,1,1,-97.15770162,46.85670645,5,Bkss,95,116,81.2,18.1,0.7,37.5,2.13,0.5,1.63,1.3,0.86,1.28,0.059,7.9,7.7,0.56,1.33,1,0.397,10/27/2014,QR,"Olive brown (2.5Y 4/3), silty clay, strongly effervescent, common coarse masses of carbonate, common slickensided surfaces",
12,2014,ND,Durbin,2,4,-97.15740388,46.85680759,1,Ap,0,23,44.8,47.3,7.9,43.4,2.59,2.59,0,4.1,4.4548,4.04,0.202,7.5,7.3,0.97,1.12,1.2,0.255,10/27/2014,QR,"Very dark gray (10YR 3/1); silty clay, strong moderate and fine angular blocky structure; non-effervescent",This pedon would be classified as a Ryan intergrade
12,2014,ND,Durbin,2,4,-97.15740388,46.85680759,2,Btky,23,44,74.2,22.1,3.7,42.9,2.13,1.44,0.69,2.6,2.4768,2.51,0.121,7.8,7.5,0.73,1.25,1.12,0.295,10/27/2014,QR,"Very dark grayish brown (2.5Y 3/2), silty clay, strong coarse prismatic parting to moderate medium and coarse sub angular blocky structure; strongly effervescent, common very fine nests of salts, many fine clay films on ped faces",
12,2014,ND,Durbin,2,4,-97.15740388,46.85680759,3,Bkss1,44,66,74.7,21.4,3.9,42.8,2.06,1.38,0.68,2.6,2.3736,2.49,0.113,7.8,7.6,0.8,1.23,1.12,0.366,10/27/2014,QR,"Very dark grayish brown (2.5Y 3/2), silty clay, violently effervescent",
12,2014,ND,Durbin,2,4,-97.15740388,46.85680759,4,Bkss2,66,95,80.8,16.6,2.6,42.7,1.73,0.87,0.86,1.9,1.4964,1.91,0.085,7.9,7.7,0.86,1.14,1.05,0.38,10/27/2014,QR,"Dark grayish brown (2.5Y 4/2), silty clay, violently effervescent, faint redox accumulations apparent, common very fine nests of salts",
12,2014,ND,Durbin,2,4,-97.15740388,46.85680759,5,C,95,115,86.5,12.2,1.3,42.4,1.29,0.56,0.73,1.5,0.9632,1.59,0.064,8,7.7,1.05,1.32,0.98,0.391,10/27/2014,QR,"Olive brown (2.5Y 4/3), strong silty clay loam, much higher silt content in this horizon, common redox accumulations",
12,2014,ND,Durbin,3,2,-97.15770149,46.85681981,1,Ap,0,18,56.1,33.9,10,43.2,2.64,2.64,0,4,4.5408,2.59,0.216,7.5,7.1,.,1.14,1.21,0.304,10/27/2014,QR,"Black (10YR 2/1); silty clay, moderate fine and medium granular structure; non-effervescent",
12,2014,ND,Durbin,3,2,-97.15770149,46.85681981,2,Bk1,18,47,67.6,26.3,6.1,38.8,2.63,1.54,1.09,2.4,2.6488,2.55,0.124,8,7.6,0.64,1.31,1.15,0.334,10/27/2014,QR,"Dark grayish brown (2.5Y 4/2), silty clay, moderate coarse prismatic structure, violently effervescent,",This pedon would be classified as a Hegne
12,2014,ND,Durbin,3,2,-97.15770149,46.85681981,3,Bkss,47,67,71.4,23.2,5.4,37.4,2.48,0.99,1.49,2,1.7028,2.02,0.097,8.1,7.8,0.65,1.36,1.12,0.34,10/27/2014,QR,"Dark grayish brown (2.5Y 4/2), silty clay, violently effervescent,",
12,2014,ND,Durbin,3,2,-97.15770149,46.85681981,4,Bkgss,67,122,81.9,15.4,2.7,40.4,1.87,0.73,1.14,1.6,1.2556,1.78,0.067,8.2,7.9,1.01,1.33,1.03,0.342,10/27/2014,QR,"Dark gray (2.5Y 4/1), silty clay, non-effervescent, common slickensided surfaces, common fine redox accumulations and depletions",
12,2014,ND,Durbin,4,3,-97.15768634,46.85703485,1,Ap,0,22,53.9,35.1,11,40.4,2.33,2.33,0,3.7,4.0076,3.76,0.188,7.8,7.4,0.52,1.18,1.22,0.251,10/27/2014,QR,"Black (10YR 2/1); silty clay, moderate fine and medium granular structure; non-effervescent",This pedon would be classified as a Fargo
12,2014,ND,Durbin,4,3,-97.15768634,46.85703485,2,A,22,46,54.2,34.3,11.5,40.2,1.94,1.94,0,2.9,3.3368,3.01,0.142,7.8,7.4,0.47,1.38,1.24,0.283,10/27/2014,QR,"Very dark gray (10YR 3/1); silty clay, strong coarse prismatic parting to moderate medium and fine granular structure; very friable when moist, non-effervescent",
12,2014,ND,Durbin,4,3,-97.15768634,46.85703485,3,Bw,46,70,56.9,32.8,10.3,38.2,1.47,1.47,0,2.2,2.5284,2.45,0.115,7.9,7.6,0.52,1.33,1.22,0.32,10/27/2014,QR,"Very dark gray (10YR 3/1); silty clay, non-effervescent",
12,2014,ND,Durbin,4,3,-97.15768634,46.85703485,4,Bkg,70,94,60.5,30.4,9.1,35.9,1.71,1.23,0.48,2,2.1156,2.11,0.09,8.1,7.8,0.42,1.4,1.2,0.307,10/27/2014,QR,"Very dark grayish brown (2.5Y 3/2), silty clay, strongly effervescent, few coarse carbonate masses from 75 cm down",
12,2014,ND,Durbin,4,3,-97.15768634,46.85703485,5,Bkgss,94,110,67.4,25.7,6.9,37,1.77,0.83,0.94,1.6,1.4276,1.83,0.066,8.3,8,0.38,1.46,1.15,0.319,10/27/2014,QR,"Dark grayish brown (2.5Y 4/2), silty clay violently effervescent, common slickensided surfaces",
13,2014,NE,Brandes,1,1,-98.032455879835,41.243088859239,1,Ap,0,18,5.9,14,80.1,7.7,0.84,0.84,0,1.2,1.4448,1.4,0.092,5.9,6.6,.,1.38,1.52,0.116,4/2/2014,NR,,
13,2014,NE,Brandes,1,1,-98.032455879835,41.243088859239,2,AB,18,40,3.2,6.3,90.5,3.3,0.14,0.144,-0.004,0.7,0.24768,0.28,0.021,6,6.7,.,1.68,1.51,0.066,4/2/2014,NR,,
13,2014,NE,Brandes,1,1,-98.032455879835,41.243088859239,3,B1,40,67,6.3,4.4,89.3,4.7,0.08,0.08,0,1.2,0.1376,0.25,0.018,6.2,6.8,.,.,1.51,0.075,4/2/2014,NR,,
13,2014,NE,Brandes,1,1,-98.032455879835,41.243088859239,4,B2,67,100,6.7,12,81.3,4.9,0.07,0.07,0,0.2,0.1204,0.24,0.021,6.2,6.8,.,1.71,1.59,0.102,4/2/2014,NR,,
13,2014,NE,Brandes,2,2,-98.032733279123,41.243159730283,1,Ap,0,17,6.7,13.7,79.6,7.4,0.72,0.72,0,0.2,1.2384,1.25,0.083,6.1,6.7,.,.,1.59,.,4/2/2014,NR,,
13,2014,NE,Brandes,2,2,-98.032733279123,41.243159730283,2,AB,17,40,7.8,8.6,83.6,6.5,0.22,0.22,0,0.6,0.3784,0.49,0.031,5.9,6.6,.,1.64,1.56,0.083,4/2/2014,NR,,
13,2014,NE,Brandes,2,2,-98.032733279123,41.243159730283,3,B1,40,75,7.4,8.5,84.1,6.4,0.11,0.11,0,1.5,0.1892,0.32,0.017,6.1,6.7,.,1.52,1.51,0.087,4/2/2014,NR,,
13,2014,NE,Brandes,2,2,-98.032733279123,41.243159730283,4,B2,75,104,7.8,6.1,86.1,5.7,0.04,0.04,0,0.4,0.0688,0.24,0.01,6.5,7.1,.,.,1.57,.,4/2/2014,NR,,
13,2014,NE,Brandes,3,3,-98.033110542154,41.24316581517,1,Ap,0,17,6.4,12.4,81.2,9.5,1.26,1.26,0,0.2,2.1672,2.03,0.128,6.9,7.5,.,1.38,1.59,0.097,4/2/2014,NR,,
13,2014,NE,Brandes,3,3,-98.033110542154,41.24316581517,2,AB,17,40,8.2,5.5,86.3,6.7,0.25,0.25,0,0.4,0.43,0.51,0.027,6.5,7.1,.,1.6,1.57,0.084,4/2/2014,NR,,
13,2014,NE,Brandes,3,3,-98.033110542154,41.24316581517,3,B1,40,73,9,7.7,83.3,7.3,0.12,0.12,0,1.9,0.2064,0.39,0.019,6.5,7.1,.,1.59,1.5,0.102,4/2/2014,NR,,
13,2014,NE,Brandes,3,3,-98.033110542154,41.24316581517,4,B2,73,110,7,3.7,89.3,5.1,0.05,0.05,0,0.6,0.086,0.21,0.012,6,6.7,.,1.55,1.55,0.12,4/2/2014,NR,,
13,2014,NE,Brandes,4,4,-98.033606639461,41.243132169321,1,Ap1,0,12,8.7,11.3,80,8.5,0.78,0.78,0,0.1,1.3416,1.35,0.086,6.1,6.6,.,1.35,1.6,0.274,4/2/2014,NR,,
13,2014,NE,Brandes,4,4,-98.033606639461,41.243132169321,2,Ap2,12,28,6.8,18.4,74.8,9.9,1,1,0,0.2,1.72,1.62,0.097,5.8,6.5,.,1.57,1.6,0.117,4/2/2014,NR,buried surface horizon,
13,2014,NE,Brandes,4,4,-98.033606639461,41.243132169321,3,AB,28,65,7.5,13.8,78.7,6.5,0.16,0.16,0,0.1,0.2752,0.42,0.021,5.8,6.6,.,1.63,1.6,0.104,4/2/2014,NR,,
13,2014,NE,Brandes,4,4,-98.033606639461,41.243132169321,4,B1,65,99,5.1,6.2,88.7,4.1,0.05,0.05,0,0.1,0.086,0.19,0.011,6.2,6.8,.,1.56,1.57,0.104,4/2/2014,NR,,
13,2014,NE,Brandes,4,4,-98.033606639461,41.243132169321,5,B2,99,116,7,17.4,75.6,5.3,0.1,0.1,0,0.2,0.172,0.27,0.017,6,6.7,.,1.66,1.6,0.141,4/2/2014,NR,,
14,2014,NE,SCAL,1,1,-98.135448366564,40.572171121316,1,Ap,0,28,29.3,62.6,8.1,21.7,1.48,1.48,0,2.7,2.5456,2.7,0.155,5.6,6.1,.,1.35,1.29,0.217,4/2/2014,SR,,
14,2014,NE,SCAL,1,1,-98.135448366564,40.572171121316,2,Bt1,28,44,51.1,43.9,5,31.9,0.9,0.9,0,2.1,1.548,2.13,0.092,5.8,6.2,.,1.61,1.22,0.251,4/3/2014,SR,,
14,2014,NE,SCAL,1,1,-98.135448366564,40.572171121316,3,Bt2,44,70,45.2,48.4,6.4,30.7,0.54,0.544,-0.004,1.3,0.93568,1.49,0.052,6.3,6.5,.,1.56,1.28,0.225,4/4/2014,SR,,
14,2014,NE,SCAL,1,1,-98.135448366564,40.572171121316,4,BC,70,112,28.3,63.2,8.5,25.6,0.34,0.18,0.16,0.6,0.3096,0.93,0.027,7.6,7.9,.,1.44,1.45,0.208,4/5/2014,SR,,
14,2014,NE,SCAL,2,2,-98.135445926333,40.571918313385,1,Ap,0,27,31.8,59.8,8.4,23.3,1.47,1.47,0,2.4,2.5284,2.85,0.15,5,5.6,.,1.34,1.3,0.222,4/6/2014,SR,,
14,2014,NE,SCAL,2,2,-98.135445926333,40.571918313385,2,Bt1,27,45,50.3,44.3,5.4,32.7,0.81,0.81,0,1.9,1.3932,1.92,0.085,5.9,6.3,.,1.47,1.23,0.262,4/7/2014,SR,,
14,2014,NE,SCAL,2,2,-98.135445926333,40.571918313385,3,Bt2,45,68,42,51,7,29.6,0.5,0.5,0,1.2,0.86,1.43,0.06,6.3,6.8,.,1.5,1.31,0.22,4/8/2014,SR,,
14,2014,NE,SCAL,2,2,-98.135445926333,40.571918313385,4,BC,68,93,29.8,61.4,8.8,26.6,0.23,0.23,0,0.6,0.3956,0.99,0.038,7.3,6.7,.,1.4,1.44,0.197,4/9/2014,SR,,
14,2014,NE,SCAL,3,3,-98.135431772994,40.571689907765,1,Ap,0,20,29.5,61.1,9.4,22,1.59,1.59,0,2.2,2.7348,2.81,0.161,6.5,7,.,1.37,1.33,0.192,4/10/2014,SR,,
14,2014,NE,SCAL,3,3,-98.135431772994,40.571689907765,2,Bt1,20,38,46.4,47.4,6.2,29.6,0.93,0.93,0,2,1.5996,2.16,0.107,6.3,6.6,.,1.48,1.25,0.252,4/11/2014,SR,,
14,2014,NE,SCAL,3,3,-98.135431772994,40.571689907765,3,Bt2,38,64,45.2,48.3,6.5,31,0.48,0.48,0,1.1,0.8256,1.47,0.06,6.4,6.6,.,1.56,1.29,0.224,4/12/2014,SR,,
14,2014,NE,SCAL,3,3,-98.135431772994,40.571689907765,4,BC,64,112,28.1,63.7,8.2,25.6,0.29,0.19,0.1,0.8,0.3268,0.94,0.033,7.6,7.9,.,1.39,1.43,0.21,4/13/2014,SR,,
14,2014,NE,SCAL,4,4,-98.13545666335,40.571456133636,1,Ap,0,15,30.5,60.3,9.2,22.4,1.42,1.42,0,2.4,2.4424,2.63,0.155,6.1,6.5,.,1.36,1.31,0.179,4/14/2014,SR,,
14,2014,NE,SCAL,4,4,-98.13545666335,40.571456133636,2,AB,15,25,36.9,55.7,7.4,25,1.19,1.19,0,1.5,2.0468,2.37,0.127,5.8,6.4,.,1.47,1.33,0.197,4/15/2014,SR,,
14,2014,NE,SCAL,4,4,-98.13545666335,40.571456133636,3,Bt1,25,58,48.4,46.2,5.4,33.1,0.59,0.59,0,1.1,1.0148,1.64,0.071,6.2,6.5,.,1.53,1.26,0.249,4/16/2014,SR,,
14,2014,NE,SCAL,4,4,-98.13545666335,40.571456133636,4,Bt2,58,102,26.7,63.6,9.7,24.8,0.25,0.19,0.06,0.4,0.3268,0.96,0.035,7.6,7.9,.,1.45,1.48,0.207,4/2/2014,SR,,
15,2014,WI,Steuben,1,1,-90.863705141959,43.213606585481,1,Ap,0,25,20.8,73.9,5.3,18.2,1.88,1.7,0.18,2.4,2.924,3.08,0.188,7,7.6,.,1.45,1.33,0.256,5/5/2014,SR,,
15,2014,WI,Steuben,1,1,-90.863705141959,43.213606585481,2,A1,25,47,19.8,76.8,3.4,16.9,1.23,1.23,0,1.3,2.1156,2.3,0.107,6.9,7.5,.,1.34,1.43,0.271,5/5/2014,SR,,
15,2014,WI,Steuben,1,1,-90.863705141959,43.213606585481,3,A2,47,86,27.9,69.4,2.7,21.7,1.46,1.46,0,2.4,2.5112,2.81,0.122,6.7,7.4,.,1.35,1.3,0.275,5/5/2014,SR,,
15,2014,WI,Steuben,1,1,-90.863705141959,43.213606585481,4,A3,86,108,28,70.8,1.2,21.6,1.03,1.03,0,1.7,1.7716,2.2,0.091,6.6,7.2,.,.,1.34,.,5/5/2014,SR,,
15,2014,WI,Steuben,2,2,-90.863491442119,43.213745412358,1,Ap,0,27,22.5,73.9,3.6,21,1.8,1.8,0,2.7,3.096,3.17,0.169,6.7,7.4,.,1.35,1.29,0.241,5/5/2014,SR,,
15,2014,WI,Steuben,2,2,-90.863491442119,43.213745412358,2,A1,27,64,26.5,71.9,1.6,21.3,1.19,1.19,0,1.9,2.0468,2.33,0.108,6.5,7.2,.,1.28,1.34,0.281,5/5/2014,SR,,
15,2014,WI,Steuben,2,2,-90.863491442119,43.213745412358,3,A2,64,85,23.6,73.8,2.6,18.7,0.66,0.66,0,1.2,1.1352,1.58,0.068,6.3,6.9,.,1.38,1.41,0.262,5/5/2014,SR,,
15,2014,WI,Steuben,3,3,-90.863281509428,43.213616729195,1,Ap,0,26,18.8,74.7,6.5,18.8,1.88,1.72,0.16,2.4,2.9584,3.04,0.161,6.9,7.6,.,1.29,1.34,0.24,5/5/2014,NR,,
15,2014,WI,Steuben,3,3,-90.863281509428,43.213616729195,2,A1,26,43,19.4,75.2,5.4,19.1,1.45,1.45,0,1.9,2.494,2.55,0.121,6.9,7.7,.,1.35,1.38,0.263,5/5/2014,NR,,
15,2014,WI,Steuben,3,3,-90.863281509428,43.213616729195,3,A2,43,60,24.9,64.6,10.5,23.3,1.86,1.86,0,3.1,3.1992,3.34,0.17,6.8,7.5,.,1.26,1.28,0.289,5/5/2014,NR,,
15,2014,WI,Steuben,3,3,-90.863281509428,43.213616729195,4,A3,60,91,27.3,64,8.7,27.1,2.37,2.37,0,3.8,4.0764,4.12,0.214,6.5,7.2,.,1.36,1.22,0.354,5/5/2014,DR,,
15,2014,WI,Steuben,4,4,-90.86303855064,43.213569096091,1,Ap,0,25,16.9,75.8,7.3,19.7,1.86,1.72,0.14,2.8,2.9584,2.95,0.16,7,7.6,.,1.35,1.31,0.256,5/5/2014,DR,,
15,2014,WI,Steuben,4,4,-90.86303855064,43.213569096091,2,A1,25,58,21.7,73.2,5.1,19.5,1.56,1.49,0.07,2.7,2.5628,2.73,0.141,6.9,7.6,.,1.33,1.3,0.267,5/5/2014,DR,,
15,2014,WI,Steuben,4,4,-90.86303855064,43.213569096091,3,A2,58,89,29.9,68.6,1.5,21.7,1.31,1.31,0,2.3,2.2532,2.72,0.128,6.7,7.3,.,1.27,1.29,0.298,5/5/2014,DR,,
15,2014,WI,Steuben,4,4,-90.86303855064,43.213569096091,4,A3,89,114,25.5,72.9,1.6,15.2,0.92,0.92,0,1.3,1.5824,2.01,0.096,6.6,7.3,.,1.39,1.39,0.306,5/5/2014,DR,,
16,2014,WI,Wauzeka,1,1,-90.993714193908,43.094934235551,1,Ap,0,19,26.4,69.6,4,21.5,1.44,1.44,0,2.4,2.4768,2.85,0.16,5.6,6.2,.,1.44,1.31,0.24,5/5/2014,SR,,
16,2014,WI,Wauzeka,1,1,-90.993714193908,43.094934235551,2,Bt1,19,40,32.5,64.2,3.3,20.3,0.4,0.4,0,1,0.688,1.35,0.047,6.2,6.6,.,1.57,1.37,0.244,5/5/2014,SR,,
16,2014,WI,Wauzeka,1,1,-90.993714193908,43.094934235551,3,Bt2,40,70,30.7,66,3.3,22.8,0.31,0.31,0,0.7,0.5332,1.13,0.041,6.3,6.8,.,1.56,1.4,0.242,5/5/2014,SR,,
16,2014,WI,Wauzeka,1,1,-90.993714193908,43.094934235551,4,Bt3,70,110,27.8,69.2,3,20.7,0.2,0.2,0,0.6,0.344,0.91,0.037,5.7,6.2,.,1.56,1.43,0.251,5/5/2014,SR,,
16,2014,WI,Wauzeka,2,2,-90.993365601797,43.095127735774,1,Ap,0,26,21.3,74.5,4.2,18.1,1.58,1.58,0,2.5,2.7176,2.99,0.173,5.1,5.7,.,1.4,1.32,0.253,5/5/2014,SR,Core 2 was replicated to provide data for Block 2 where no cores were taken.,
16,2014,WI,Wauzeka,2,2,-90.993365601797,43.095127735774,2,Bt1,26,52,29.7,66.3,4,19.1,0.26,0.26,0,0.7,0.4472,1.07,0.048,6.2,6.7,.,1.49,1.41,0.24,5/5/2014,SR,Core 2 was replicated to provide data for Block 2 where no cores were taken.,
16,2014,WI,Wauzeka,2,2,-90.993365601797,43.095127735774,3,Bt2,52,92,29,68,3,21.2,0.2,0.2,0,0.6,0.344,0.94,0.033,6.1,6.7,.,1.58,1.42,0.242,5/5/2014,SR,Core 2 was replicated to provide data for Block 2 where no cores were taken.,
16,2014,WI,Wauzeka,2,2,-90.993365601797,43.095127735774,4,Bt3,92,116,25.5,70.8,3.7,18.7,0.16,0.16,0,0.5,0.2752,0.88,0.03,5.4,6,.,.,1.46,.,5/5/2014,SR,Core 2 was replicated to provide data for Block 2 where no cores were taken.,
16,2014,WI,Wauzeka,2,3,-90.993365601797,43.095127735774,1,Ap,0,26,21.3,74.5,4.2,18.1,1.58,1.58,0,2.5,2.7176,2.99,0.173,5.1,5.7,.,1.4,1.32,0.253,5/5/2014,SR,,
16,2014,WI,Wauzeka,2,3,-90.993365601797,43.095127735774,2,Bt1,26,52,29.7,66.3,4,19.1,0.26,0.26,0,0.7,0.4472,1.07,0.048,6.2,6.7,.,1.49,1.41,0.24,5/5/2014,SR,,
16,2014,WI,Wauzeka,2,3,-90.993365601797,43.095127735774,3,Bt2,52,92,29,68,3,21.2,0.2,0.2,0,0.6,0.344,0.94,0.033,6.1,6.7,.,1.58,1.42,0.242,5/5/2014,SR,,
16,2014,WI,Wauzeka,2,3,-90.993365601797,43.095127735774,4,Bt3,92,116,25.5,70.8,3.7,18.7,0.16,0.16,0,0.5,0.2752,0.88,0.03,5.4,6,.,.,1.46,.,5/5/2014,SR,,
16,2014,WI,Wauzeka,3,4,-90.993103949014,43.095280116241,1,Ap,0,31,20.9,74,5.1,16.4,1.13,1.13,0,2.1,1.9436,2.21,0.122,5.3,8.8,.,1.38,1.36,0.249,5/5/2014,SR,,
16,2014,WI,Wauzeka,3,4,-90.993103949014,43.095280116241,2,Bt1,31,57,29,67.4,3.6,18.5,0.31,0.31,0,0.7,0.5332,1.12,0.042,6,6.5,.,1.37,1.42,0.235,5/5/2014,SR,,
16,2014,WI,Wauzeka,3,4,-90.993103949014,43.095280116241,3,Bt2,57,92,29.6,66.9,3.5,20.2,0.22,0.22,0,0.4,0.3784,1.03,0.037,5.9,6.3,.,1.6,1.43,0.234,5/5/2014,SR,,
16,2014,WI,Wauzeka,3,4,-90.993103949014,43.095280116241,4,Bt3,92,110,26.5,69.5,4,18.4,0.17,0.17,0,0.3,0.2924,0.86,0.032,5,5.5,.,.,1.47,.,5/5/2014,SR,,
16,2014,WI,Wauzeka,4,.,-90.992814902366,43.095127314167,1,Ap,0,22,26.1,69.8,4.1,19.6,1.34,1.34,0,2.4,2.3048,2.68,0.146,5.1,5.8,.,1.46,1.31,0.237,5/5/2014,SR,Core 4 was taken outside of the research area and therefore this data are indicated as missing. ,
16,2014,WI,Wauzeka,4,.,-90.992814902366,43.095127314167,2,Bt1,22,52,31.8,64.9,3.3,21.1,0.38,0.38,0,0.7,0.6536,1.29,0.045,6,6.5,.,1.42,1.4,0.243,5/5/2014,SR,Core 4 was taken outside of the research area and therefore this data are indicated as missing. ,
16,2014,WI,Wauzeka,4,.,-90.992814902366,43.095127314167,3,Bt2,52,85,39,57.1,3.9,27.1,0.24,0.24,0,1.2,0.4128,1.37,0.029,6.2,6.5,.,1.47,1.32,0.253,5/5/2014,SR,Core 4 was taken outside of the research area and therefore this data are indicated as missing. ,
16,2014,WI,Wauzeka,4,.,-90.992814902366,43.095127314167,4,Bt3,85,110,65.6,29.6,4.8,41.9,0.29,0.29,0,2.3,0.4988,2.4,0.04,5.7,6.1,.,1.28,1.15,0.374,5/5/2014,SR,Core 4 was taken outside of the research area and therefore this data are indicated as missing. ,
17,2015,IA,Boone,1,1,-93.791901213566,42.014359961272,1,Ap,0,19,23.8,29.8,46.4,18.8,1.4,1.4,0,.,2.408,2.67,0.134,5.2,5.7,.,1.32,1.39,0.186,3/30/2015,SR,,Mapped as a Clarion
