Trail#,Year,State,Site,Core,Block,Long,Lat,Seq,Horizon,Depth_Start,Depth_End,Clay,Silt,Sand,CEC,TC,TOC,TIC,OM1,OM2,OM3,N,pH_salt,pH_water,EC1:1,BD_Measured,BD_Saxton,WC,Sample_Date,Sample_Tip,Field_Notes,Field_Notes2
22,2015,IN,Sand,4,4,-86.923435342327,41.44381189918,5,B3,82,120,5.5,12,82.5,3.5,0.11,0.11,0,.,0.1892,0.52,0.022,4.4,5,.,1.97,1.55,0.161,4/7/2015,SR,,
23,2015,MN,NewRichland,1,1,-93.546624501463,43.876489272787,1,Ap,0,9,31.6,42.7,25.7,42.9,4.03,4.03,0,.,6.9316,6.27,0.343,7.1,7.4,.,0.82,1.07,0.08,4/15/2015,DR,,
23,2015,MN,NewRichland,1,1,-93.546624501463,43.876489272787,2,A,9,41,34,39.7,26.3,39.2,2.74,2.74,0,.,4.7128,4.2,0.218,7.3,7.6,.,1.22,1.22,0.31,4/15/2015,DR,,
23,2015,MN,NewRichland,1,1,-93.546624501463,43.876489272787,3,Bt1,41,61,30.8,38.9,30.3,27.6,0.77,0.69,0.08,.,1.1868,1.3,0.063,7.3,7.7,.,1.29,1.4,0.25,4/15/2015,DR,,
23,2015,MN,NewRichland,1,1,-93.546624501463,43.876489272787,4,BC,61,74,29.6,35,35.4,23.8,1.07,0.26,0.81,.,0.4472,0.74,0.037,7.5,7.9,.,1.39,1.47,0.21,4/15/2015,DR,,
23,2015,MN,NewRichland,1,1,-93.546624501463,43.876489272787,5,C1,74,112,25.2,45.3,29.5,19.5,2.08,0.19,1.89,.,0.3268,0.59,0.033,7.6,8,.,1.46,1.48,0.25,4/15/2015,DR,,
23,2015,MN,NewRichland,2,2,-93.546621354016,43.875971517776,1,Ap,0,12,37.2,49.5,13.3,37.9,3.38,3.38,0,.,5.8136,5.63,0.294,5.9,6.3,.,0.6,1.07,0.33,4/15/2015,DR,,
23,2015,MN,NewRichland,2,2,-93.546621354016,43.875971517776,2,A,12,76,40.6,49.9,9.5,35.3,2.13,2.13,0,.,3.6636,3.71,0.192,6,6.5,.,1.19,1.16,0.32,4/15/2015,DR,,
23,2015,MN,NewRichland,2,2,-93.546621354016,43.875971517776,3,Ab,76,87,39.5,52.4,8.1,32.7,1.14,1.14,0,.,1.9608,2.11,0.114,6.4,6.8,.,1.23,1.23,0.31,4/15/2015,DR,,
23,2015,MN,NewRichland,2,2,-93.546621354016,43.875971517776,4,C,87,103,34.5,57.2,8.3,26.9,1.32,0.77,0.55,.,1.3244,1.57,0.082,7.5,7.8,.,.,1.28,0.23,4/15/2015,DR,,
23,2015,MN,NewRichland,2,2,-93.546621354016,43.875971517776,5,C1,103,112,29.8,63.8,6.4,22.5,2.06,0.35,1.71,.,0.602,0.89,0.047,7.7,8.1,.,.,1.36,0.32,4/15/2015,DR,,
23,2015,MN,NewRichland,3,3,-93.546635517527,43.875801555645,1,A,0,23,39.4,49.8,10.8,34.3,2.4,2.4,0,.,4.128,4.12,0.211,6,6.4,.,1.16,1.15,0.32,4/15/2015,DR,,
23,2015,MN,NewRichland,3,3,-93.546635517527,43.875801555645,2,Bt1,23,57,39,53.7,7.3,29.7,1.66,1.45,0.21,.,2.494,2.71,0.147,7.4,7.8,.,1.21,1.2,0.28,4/15/2015,DR,,
23,2015,MN,NewRichland,3,3,-93.546635517527,43.875801555645,3,Bt2,57,79,28.7,61.1,10.2,22.2,1.83,0.43,1.4,.,0.7396,1.13,0.055,7.6,8,.,1.16,1.36,0.33,4/15/2015,DR,,
23,2015,MN,NewRichland,3,3,-93.546635517527,43.875801555645,4,C1,79,101,25.5,65.2,9.3,20.3,1.9,0.2,1.7,.,0.344,0.78,0.032,7.6,8,.,1.18,1.4,0.34,4/15/2015,DR,,
23,2015,MN,NewRichland,3,3,-93.546635517527,43.875801555645,5,C2,101,114,28.6,67.3,4.1,21.2,1.85,0.18,1.67,.,0.3096,0.72,0.026,7.6,8,.,1.39,1.37,0.24,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,1,Ap,0,9,27.6,34.8,37.6,27.8,2.9,2.9,0,.,4.988,4.41,0.218,6.5,6.8,.,0.64,1.24,0.29,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,2,A,9,32,28.5,34.7,36.8,27,2.04,2.04,0,.,3.5088,3.53,0.196,5.6,6.2,.,1.23,1.29,0.2,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,3,Ab,32,45,26.4,35,38.6,23.8,1.2,1.2,0,.,2.064,2.21,0.125,6.3,6.8,.,1.29,1.38,0.16,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,4,Bt1,45,73,24.1,32.4,43.5,20.4,0.49,0.49,0,.,0.8428,1.12,0.062,6.6,7,.,1.3,1.48,0.29,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,5,Bt2,73,86,19.5,38.9,41.6,17.9,0.75,0.28,0.47,.,0.4816,0.8,0.048,7.5,7.9,.,1.22,1.51,0.31,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,6,C1,86,100,22.8,56.4,20.8,18.1,2.13,0.25,1.88,.,0.43,0.73,0.039,7.6,8,.,1.29,1.46,0.3,4/15/2015,DR,,
23,2015,MN,NewRichland,4,4,-93.546655975931,43.875527727767,7,C2,100,118,20.1,60.6,19.3,17.5,2.04,0.25,1.79,.,0.43,0.75,0.043,7.6,8,.,.,1.47,.,4/15/2015,DR,,
24,2015,MN,StCharles,1,1,-92.02143861322,44.066265150206,1,A,0,27,17.2,79.5,3.3,16.2,1.58,1.58,0,.,2.7176,2.71,0.167,5.8,6.5,.,1.09,1.22,0.22,4/15/2015,DR,,
24,2015,MN,StCharles,1,1,-92.02143861322,44.066265150206,2,AB,27,40,19.9,76.6,3.5,14.9,0.87,0.87,0,.,1.4964,1.65,0.085,5.8,6.3,.,1.49,1.33,0.15,4/15/2015,DR,,
24,2015,MN,StCharles,1,1,-92.02143861322,44.066265150206,3,Bt1,40,118,26.1,69.5,4.4,17.3,0.3,0.3,0,.,0.516,0.94,0.042,5.9,6.3,.,1.52,1.37,0.25,4/15/2015,DR,,
24,2015,MN,StCharles,2,2,-92.021265140689,44.066124627765,1,A,0,25,17.8,78.7,3.5,16.3,1.66,1.66,0,.,2.8552,2.87,0.17,6,6.6,.,1.14,1.2,0.28,4/15/2015,DR,,
24,2015,MN,StCharles,2,2,-92.021265140689,44.066124627765,2,AB,25,36,19.9,76.2,3.9,15.5,1.07,1.07,0,.,1.8404,1.98,0.121,6.1,6.7,.,1.49,1.3,0.14,4/15/2015,DR,,
24,2015,MN,StCharles,2,2,-92.021265140689,44.066124627765,3,Bt1,36,49,19.9,76,4.1,15.2,0.93,0.93,0,.,1.5996,1.76,0.113,6.3,6.8,.,1.46,1.31,0.17,4/15/2015,DR,,
24,2015,MN,StCharles,2,2,-92.021265140689,44.066124627765,4,Bt2,49,118,27,68.5,4.5,18.8,0.42,0.42,0,.,0.7224,0.99,0.046,5.5,6,.,1.45,1.35,0.24,4/15/2015,DR,,
24,2015,MN,StCharles,3,3,-92.021244789163,44.065947278753,1,A,0,16,19.7,75.5,4.8,16,1.46,1.46,0,.,2.5112,2.6,0.153,6.2,6.7,.,0.96,1.23,0.14,4/15/2015,DR,,
24,2015,MN,StCharles,3,3,-92.021244789163,44.065947278753,2,AB,16,27,24,72.1,3.9,17.2,0.65,0.65,0,.,1.118,1.47,0.068,6.5,6.9,.,1.53,1.32,0.13,4/15/2015,DR,,
24,2015,MN,StCharles,3,3,-92.021244789163,44.065947278753,3,Bt1,27,118,27.3,67.8,4.9,18.8,0.25,0.25,0,.,0.43,0.97,0.038,5.6,6.1,.,1.46,1.36,0.27,4/15/2015,DR,,
24,2015,MN,StCharles,4,4,-92.020958898679,44.06579997247,1,A,0,12,23.4,72.4,4.2,17.9,1.26,1.26,0,.,2.1672,2.48,0.134,5.6,6.1,.,1.19,1.23,0.12,4/15/2015,DR,,
24,2015,MN,StCharles,4,4,-92.020958898679,44.06579997247,2,AB,12,22,26.1,69.3,4.6,18.5,0.78,0.78,0,.,1.3416,1.72,0.083,5.7,6.3,.,1.36,1.29,0.12,4/15/2015,DR,,
24,2015,MN,StCharles,4,4,-92.020958898679,44.06579997247,3,Bt1,22,89,28.1,67.6,4.3,17.9,0.24,0.24,0,.,0.4128,0.93,0.035,5.6,6,.,1.5,1.36,0.26,4/15/2015,DR,,
24,2015,MN,StCharles,4,4,-92.020958898679,44.06579997247,4,Bt2,89,118,21.6,73.4,5,15.6,0.23,0.23,0,.,0.3956,0.69,0.028,5,5.5,.,1.49,1.42,0.28,4/15/2015,DR,,
25,2015,MO,LoneTree,1,1,-92.276674525256,38.909110549944,1,Ap,0,18,22.8,70.5,6.7,17.9,1.4,1.4,0,.,2.408,2.84,0.156,6.5,6.9,.,1.45,1.2,0.282,3/11/2015,NR,,Mapped as a Mexico
25,2015,MO,LoneTree,1,1,-92.276674525256,38.909110549944,2,Btg1,18,36,48.6,48.8,2.6,29.3,0.81,0.81,0,.,1.3932,2.19,0.082,4.7,5.3,.,1.31,1.18,0.333,3/11/2015,NR,,
25,2015,MO,LoneTree,1,1,-92.276674525256,38.909110549944,3,Btg2,36,54,37.6,60.7,1.7,26.8,0.4,0.4,0,.,0.688,1.19,0.049,4.7,5.2,.,1.42,1.26,0.286,3/11/2015,NR,,
25,2015,MO,LoneTree,1,1,-92.276674525256,38.909110549944,4,Btg3,54,69,34.1,64.2,1.7,25.5,0.16,0.16,0,.,0.2752,0.75,0.032,5.1,5.6,.,1.41,1.31,0.289,3/11/2015,NR,,
25,2015,MO,LoneTree,1,1,-92.276674525256,38.909110549944,5,Btg4,69,95,32.7,65.5,1.8,25.2,0.16,0.16,0,.,0.2752,0.77,0.031,5.5,6,.,1.39,1.32,0.298,3/11/2015,NR,,
25,2015,MO,LoneTree,2,2,-92.27693812859,38.908973571776,1,Ap,0,20,18.7,75.3,6,15.5,1.36,1.36,0,.,2.3392,2.65,0.15,5.7,6.3,.,1.55,1.24,0.288,3/11/2015,SR,,
25,2015,MO,LoneTree,2,2,-92.27693812859,38.908973571776,2,E,20,31,28.7,65.6,5.7,17.4,0.72,0.72,0,.,1.2384,1.9,0.075,4.5,5.2,.,1.57,1.27,0.283,3/11/2015,SR,,
25,2015,MO,LoneTree,2,2,-92.27693812859,38.908973571776,3,Bt1,31,44,49.6,48.5,1.9,30.7,0.72,0.72,0,.,1.2384,1.99,0.077,4.5,5.1,.,1.39,1.18,0.345,3/11/2015,SR,,
25,2015,MO,LoneTree,2,2,-92.27693812859,38.908973571776,4,Bt2,44,70,35.8,62.3,1.9,25.4,0.25,0.25,0,.,0.43,0.89,0.036,5.2,5.8,.,1.6,1.29,0.266,3/11/2015,SR,,
25,2015,MO,LoneTree,2,2,-92.27693812859,38.908973571776,5,Bt3,70,96,32.1,65.5,2.4,24.3,0.16,0.16,0,.,0.2752,0.78,0.033,5.7,6.3,.,1.51,1.33,0.276,3/11/2015,SR,,
25,2015,MO,LoneTree,3,3,-92.276921404511,38.908798367144,1,Ap,0,25,19.1,73.6,7.3,15.3,1.08,1.08,0,.,1.8576,2.36,0.124,5.9,6.4,.,1.43,1.27,0.271,3/11/2015,SR,,
25,2015,MO,LoneTree,3,3,-92.276921404511,38.908798367144,2,Btg1,25,40,43.1,52.7,4.2,25.6,0.69,0.69,0,.,1.1868,1.93,0.075,4.5,5.1,.,1.4,1.21,0.306,3/11/2015,SR,,
25,2015,MO,LoneTree,3,3,-92.276921404511,38.908798367144,3,Btg2,40,60,49.3,48.7,2,31.1,0.56,0.56,0,.,0.9632,1.72,0.07,4.5,5.1,.,1.42,1.19,0.315,3/11/2015,SR,,
25,2015,MO,LoneTree,3,3,-92.276921404511,38.908798367144,4,Btg3,60,81,38.9,59,2.1,26.7,0.29,0.29,0,.,0.4988,1.04,0.047,4.8,5.3,.,1.56,1.26,0.282,3/11/2015,SR,,
25,2015,MO,LoneTree,3,3,-92.276921404511,38.908798367144,5,Bg,81,112,34,63.6,2.4,25.9,0.12,0.12,0,.,0.2064,0.81,0.029,5.3,5.8,.,1.58,1.31,0.269,3/11/2015,SR,,
25,2015,MO,LoneTree,4,4,-92.276662579486,38.908637497435,1,Ap,0,23,54.4,38.7,6.9,16.9,1.08,1.08,0,.,1.8576,2.38,0.137,6.3,6.7,.,1.41,1.2,0.272,3/11/2015,SR,,
25,2015,MO,LoneTree,4,4,-92.276662579486,38.908637497435,2,Btg1,23,34,22.8,75.9,1.3,35.2,0.83,0.83,0,.,1.4276,2.41,0.093,4.6,5.1,.,1.35,1.15,0.341,3/11/2015,SR,,
25,2015,MO,LoneTree,4,4,-92.276662579486,38.908637497435,3,Btg2,34,50,47.2,51.1,1.7,30.2,0.63,0.63,0,.,1.0836,1.75,0.07,4.5,5.1,.,1.49,1.19,0.317,3/11/2015,SR,,
25,2015,MO,LoneTree,4,4,-92.276662579486,38.908637497435,4,Btg3,50,72,35.6,62.6,1.8,25.9,0.47,0.47,0,.,0.8084,1.01,0.051,4.8,5.4,.,1.54,1.28,0.276,3/11/2015,SR,,
25,2015,MO,LoneTree,4,4,-92.276662579486,38.908637497435,5,Bg,72,110,31.6,66.4,2,24.4,0.16,0.16,0,.,0.2752,0.78,0.036,5.4,5.9,.,1.51,1.33,0.273,3/11/2015,SR,,
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,1,Ap1,0,18,23.8,41.9,34.3,19.7,1.2,1.05,0.15,.,1.806,1.93,0.116,7.3,7.7,.,1.37,1.39,0.195,4/1/2015,NR,,
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,2,Ap2,18,35,18.2,34.3,47.5,14.3,0.81,0.6,0.21,.,1.032,1.16,0.069,7.4,7.8,.,1.57,1.5,0.156,4/1/2015,NR,,
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,3,B1,35,55,2.8,3.8,93.4,4.6,0.61,0.12,0.49,.,0.2064,0.3,0.029,7.4,7.9,.,1.34,1.51,0.12,4/1/2015,NR,Coarse sand,
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,4,Bh,55,73,5.2,23.8,71,6.3,0.56,0.2,0.36,.,0.344,0.45,0.026,7.4,7.8,.,1.47,1.56,0.24,4/1/2015,NR,"Not as coarse as above, humus",
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,5,Bth1,73,99,16.6,55.8,27.6,13.6,0.71,0.5,0.21,.,0.86,1.02,0.053,7.3,7.7,.,0.9,1.47,0.324,4/1/2015,NR,Increasing clay,
26,2015,MO,Troth,1,1,-92.256327988521,38.654929160516,6,Bth2,99,116,50.8,47.9,1.3,32.5,1.23,1.08,0.15,.,1.8576,2.26,0.103,7.3,7.7,.,2.12,1.17,0.263,4/1/2015,NR,More clay,
26,2015,MO,Troth,2,2,-92.256538087983,38.654735432441,1,Ap,0,20,31.7,44.7,23.6,23.4,1.24,1.13,0.11,.,1.9436,2.3,0.12,7.2,7.6,.,1.35,1.32,0.259,4/1/2015,NR,,
26,2015,MO,Troth,2,2,-92.256538087983,38.654735432441,2,AB,20,44,27.9,43.5,28.6,20.4,0.91,0.75,0.16,.,1.29,1.55,0.072,7.3,7.7,.,1.52,1.4,0.244,4/1/2015,NR,,
26,2015,MO,Troth,2,2,-92.256538087983,38.654735432441,3,Bt,44,68,9.9,32.7,57.4,9,0.61,0.34,0.27,.,0.5848,0.74,0.036,7.4,7.8,.,1.46,1.56,0.255,4/1/2015,NR,Mix/layering of sand + clay deposit,
26,2015,MO,Troth,2,2,-92.256538087983,38.654735432441,4,Bth1,68,84,17.9,54,28.1,13.9,0.83,0.54,0.29,.,0.9288,1.12,0.059,7.4,7.8,.,1.36,1.46,0.284,4/1/2015,NR,Dark humus,
26,2015,MO,Troth,2,2,-92.256538087983,38.654735432441,5,Bth2,84,106,38.1,60.9,1,25.8,1.1,0.88,0.22,.,1.5136,1.87,0.08,7.4,7.8,.,1.41,1.22,0.325,4/1/2015,NR,,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,1,Ap1,0,20,37.4,47.9,14.7,27.3,1.45,1.45,0,.,2.494,2.61,0.139,7.1,7.6,.,1.27,1.24,0.301,4/1/2015,NR,,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,2,Ap2,20,38,31.3,41.4,27.3,23.4,0.97,0.91,0.06,.,1.5652,1.8,0.103,7,7.5,.,1.5,1.36,0.244,4/1/2015,NR,,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,3,AB,38,48,24.5,40.8,34.7,18.6,0.9,0.73,0.17,.,1.2556,1.43,0.065,7.1,7.6,.,1.51,1.44,0.24,4/1/2015,NR,,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,4,B1,48,66,6.7,20.2,73.1,7.7,0.68,0.47,0.21,.,0.8084,0.81,0.041,7.2,7.6,.,1.39,1.5,0.245,4/1/2015,NR,Coarse sand,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,5,B2,66,76,8.3,42.1,49.6,8.2,0.53,0.31,0.22,.,0.5332,0.69,0.038,7.3,7.8,.,1.54,1.56,0.265,4/1/2015,NR,More silt,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,6,B3,76,88,19.1,62.6,18.3,14.2,0.72,0.54,0.18,.,0.9288,1.1,0.061,7.4,7.7,.,1.36,1.43,0.298,4/1/2015,NR,More silt,
26,2015,MO,Troth,3,3,-92.25602602739,38.654798189423,7,Bt,88,106,41.8,57.6,0.6,27.2,1.08,0.91,0.17,.,1.5652,1.91,0.104,7.4,7.8,.,1.4,1.18,0.315,4/1/2015,NR,Clay,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,1,Ap1,0,20,36.2,47.9,15.9,26.4,1.39,1.32,0.07,.,2.2704,2.48,0.137,7.2,7.6,.,1.33,1.26,0.293,4/1/2015,NR,,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,2,Ap2,20,44,28.3,46.4,25.3,21.7,0.94,0.81,0.13,.,1.3932,1.63,0.078,7.1,7.6,.,1.53,1.36,0.236,4/1/2015,NR,,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,3,B1,44,54,11.1,22.1,66.8,10.9,0.69,0.48,0.21,.,0.8256,0.97,0.052,7.2,7.6,.,1.38,1.54,0.229,4/1/2015,NR,Sand lense,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,4,Bh,54,77,22.4,63.2,14.4,16.5,0.85,0.63,0.22,.,1.0836,1.29,0.057,7.3,7.7,.,1.46,1.36,0.267,4/1/2015,NR,,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,5,B2,77,100,11.5,70,18.5,12.3,0.9,0.42,0.48,.,0.7224,0.89,0.042,7.4,7.8,.,1.39,1.45,0.316,4/1/2015,NR,,
26,2015,MO,Troth,4,4,-92.256085146286,38.654572628096,6,Bt,100,119,33.4,63.5,3.1,23,1.05,0.85,0.2,.,1.462,1.76,0.081,7.3,7.7,.,1.24,1.26,0.342,4/1/2015,NR,,
27,2015,ND,Amenia,1,1,-97.267080246474,47.035068499353,1,Ap,0,24,14.8,31.7,53.5,15.8,1.5,1.5,0,.,2.58,2.34,0.141,6,6.4,0.28,1.36,1.38,0.145,4/14/2015,DR,,Mapped as a Swenoda/Wyndmere
27,2015,ND,Amenia,1,1,-97.267080246474,47.035068499353,2,B,24,42,11.1,34.4,54.5,10.9,0.6,0.42,0.18,.,0.7224,0.95,0.054,7.5,7.7,0.6,1.37,1.53,0.151,4/14/2015,DR,,
27,2015,ND,Amenia,1,1,-97.267080246474,47.035068499353,3,BC,42,51.5,17.9,39.7,42.4,7.7,3.93,0.32,3.61,.,0.5504,0.86,0.144,7.8,7.9,1.64,1.3,1.52,0.213,4/14/2015,DR,,
27,2015,ND,Amenia,1,1,-97.267080246474,47.035068499353,4,C1,51.5,100,11.8,66.2,22,9.6,2.93,0.25,2.68,.,0.43,0.74,0.036,7.9,8,1.84,1.35,1.47,0.248,4/14/2015,DR,,
27,2015,ND,Amenia,1,1,-97.267080246474,47.035068499353,5,C2,100,110,9.1,67.1,23.8,9,2.54,0.24,2.3,.,0.4128,0.68,0.033,7.8,7.9,1.99,.,1.52,0.196,4/14/2015,DR,,
27,2015,ND,Amenia,2,2,-97.266802326922,47.034975859503,1,Ap,0,15,14,26.4,59.6,13.6,1.47,1.47,0,.,2.5284,2.33,0.157,5.4,5.8,0.2,1.04,1.4,0.116,4/14/2015,DR,,
27,2015,ND,Amenia,2,2,-97.266802326922,47.034975859503,2,A,15,29,13.1,25.1,61.8,12.5,0.8,0.8,0,.,1.376,1.44,0.084,6.1,6.6,0.12,1.46,1.5,0.112,4/14/2015,DR,,
27,2015,ND,Amenia,2,2,-97.266802326922,47.034975859503,3,BC,29,43,13,20.6,66.4,11.6,0.47,0.47,0,.,0.8084,1,0.053,6.4,6.8,0.12,1.32,1.52,0.09,4/14/2015,DR,,
27,2015,ND,Amenia,2,2,-97.266802326922,47.034975859503,4,C1,43,75,8.3,28.8,62.9,9.2,1.55,0.62,0.93,.,1.0664,0.91,0.043,7.4,7.8,0.26,.,1.51,0.07,4/14/2015,DR,Gravel ,
27,2015,ND,Amenia,2,2,-97.266802326922,47.034975859503,5,C2g,75,107,7.1,66.8,26.1,8.6,2.49,0.13,2.36,.,0.2236,0.5,0.027,7.7,8,0.25,.,1.6,0.18,4/14/2015,DR,,
27,2015,ND,Amenia,3,3,-97.266669262409,47.034854585516,1,Ap,0,26,18.6,29.4,52,11.2,2.28,1.24,1.04,.,2.1328,2.11,0.128,7.6,7.9,0.4,1.28,1.45,0.163,4/14/2015,DR,,
27,2015,ND,Amenia,3,3,-97.266669262409,47.034854585516,2,Bt,26,43,26.2,47.6,26.2,9.8,4.38,0.4,3.98,.,0.688,1.04,0.045,8,8.4,0.31,1.21,1.46,0.252,4/14/2015,DR,,
27,2015,ND,Amenia,3,3,-97.266669262409,47.034854585516,3,C1,43,85,17.6,62.9,19.5,11.2,3.09,0.33,2.76,.,0.5676,0.88,0.043,8.1,8.5,0.33,1.17,1.48,0.266,4/14/2015,DR,,
27,2015,ND,Amenia,3,3,-97.266669262409,47.034854585516,4,C2,85,120,16.9,66,17.1,12,2.93,0.31,2.62,.,0.5332,0.8,0.038,8.1,8.4,0.32,1.15,1.47,0.272,4/14/2015,DR,,
27,2015,ND,Amenia,4,4,-97.266559778949,47.034781596543,1,Ap,0,34,14.7,27.2,58.1,12.9,0.91,0.91,0,.,1.5652,1.6,0.101,5.8,6.1,0.35,1.5,1.49,0.15,4/14/2015,DR,,
27,2015,ND,Amenia,4,4,-97.266559778949,47.034781596543,2,Bt,34,57,23.9,41.4,34.7,13.5,2.48,0.56,1.92,.,0.9632,1.23,0.07,7.8,8.1,0.43,1.16,1.47,0.356,4/14/2015,DR,,
27,2015,ND,Amenia,4,4,-97.266559778949,47.034781596543,3,C1,57,67,30.1,58.5,11.4,11.7,4.95,0.43,4.52,.,0.7396,1.15,0.056,8,8.3,0.41,1.15,1.38,0.326,4/14/2015,DR,,
27,2015,ND,Amenia,4,4,-97.266559778949,47.034781596543,4,C2,67,120,20.1,63.6,16.3,13.3,2.65,0.24,2.41,.,0.4128,0.82,0.036,8,8.3,0.35,1.19,1.46,0.305,4/14/2015,DR,,
28,2015,ND,Durbin,1,1,-97.127919116324,46.817428148186,1,Ap,0,42,46.6,50,3.4,35.5,2.6,2.46,0.14,.,4.2312,3.85,0.219,7.5,7.8,0.56,1.26,1.12,0.251,4/14/2015,SR,,Mapped as a Fargo/Hegne
28,2015,ND,Durbin,1,1,-97.127919116324,46.817428148186,2,Bk,42,60.5,31.6,54.7,13.7,21.8,2.68,0.97,1.71,.,1.6684,1.72,0.113,7.8,8.1,0.47,1.35,1.32,0.203,4/14/2015,SR,,
28,2015,ND,Durbin,1,1,-97.127919116324,46.817428148186,3,Bss,60.5,85,41.3,54.6,4.1,25.9,2.54,0.71,1.83,.,1.2212,1.47,0.073,7.8,8.1,0.72,1.36,1.25,0.181,4/14/2015,SR,,
28,2015,ND,Durbin,1,1,-97.127919116324,46.817428148186,4,Bgss,85,113,63.5,32.3,4.2,35.5,2.08,0.98,1.1,.,1.6856,1.85,0.103,7.9,8.1,1.28,1.36,1.17,0.318,4/14/2015,SR,,
28,2015,ND,Durbin,2,2,-97.127793418834,46.817335472918,1,Ap,0,32,45.7,49.1,5.2,39.8,2.87,2.87,0,.,4.9364,4.36,0.255,7.5,7.8,0.65,1.21,1.12,0.292,4/14/2015,SR,,
28,2015,ND,Durbin,2,2,-97.127793418834,46.817335472918,2,Bk,32,47.5,36,52.3,11.7,26.4,2.02,1.17,0.85,.,2.0124,2.12,0.131,7.6,8,0.49,1.2,1.27,0.248,4/14/2015,SR,,
28,2015,ND,Durbin,2,2,-97.127793418834,46.817335472918,3,Bss,47.5,58.5,41.5,54,4.5,28.6,2.3,1.12,1.18,.,1.9264,2.04,0.122,7.7,8.1,0.59,1.36,1.22,0.245,4/14/2015,SR,,
28,2015,ND,Durbin,2,2,-97.127793418834,46.817335472918,4,Bgss,58.5,111.5,69.1,27.7,3.2,35.2,2.8,0.97,1.83,.,1.6684,1.94,0.116,7.9,8.1,1.16,1.43,1.15,0.3,4/14/2015,SR,,
28,2015,ND,Durbin,3,3,-97.127502077618,46.817215634209,1,Ap,0,25,44.8,50.5,4.7,39.5,2.78,2.78,0,.,4.7816,4.37,0.256,7.4,7.7,0.59,1.24,1.1,0.213,4/14/2015,SR,,
28,2015,ND,Durbin,3,3,-97.127502077618,46.817215634209,2,Bk,25,43.5,37.2,55.2,7.6,26.7,2.48,1.34,1.14,.,2.3048,2.31,0.147,7.7,8.1,0.52,1.35,1.23,0.179,4/14/2015,SR,,
28,2015,ND,Durbin,3,3,-97.127502077618,46.817215634209,3,Bss1,43.5,65.5,38.7,57.9,3.4,24.1,2.61,0.77,1.84,.,1.3244,1.58,0.082,7.9,8.2,0.62,1.29,1.25,0.215,4/14/2015,SR,,
28,2015,ND,Durbin,3,3,-97.127502077618,46.817215634209,4,Bss2,65.5,84,65.4,30.3,4.3,34.8,2.26,1.02,1.24,.,1.7544,1.96,0.102,8,8.2,1.22,1.28,1.16,0.224,4/14/2015,SR,,
28,2015,ND,Durbin,3,3,-97.127502077618,46.817215634209,5,Bgss,84,112.5,71.4,25.4,3.2,25.1,2.73,0.82,1.91,.,1.4104,1.78,0.082,8,8.2,0.84,1.4,1.14,0.331,4/14/2015,SR,,
28,2015,ND,Durbin,4,4,-97.127442424572,46.81713520912,1,Ap,0,38,43.5,50.6,5.9,28.9,2.77,2.77,0,.,4.7644,4.31,0.258,7.5,7.8,0.54,1.15,1.12,0.237,4/14/2015,SR,,
28,2015,ND,Durbin,4,4,-97.127442424572,46.81713520912,2,Bk,38,54,36.5,56.7,6.8,26.3,2.65,1.34,1.31,.,2.3048,2.33,0.138,7.7,8.1,0.58,1.21,1.23,0.219,4/14/2015,SR,,
28,2015,ND,Durbin,4,4,-97.127442424572,46.81713520912,3,Bk2,54,75.5,34.6,60.8,4.6,21.7,3.05,0.78,2.27,.,1.3416,1.5,0.078,7.9,8.1,1.03,1.34,1.28,0.223,4/14/2015,SR,,
28,2015,ND,Durbin,4,4,-97.127442424572,46.81713520912,4,Bss1,75.5,89,39,58.6,2.4,24.2,2.58,0.69,1.89,.,1.1868,1.45,0.076,7.9,8.1,1.5,1.43,1.26,0.136,4/14/2015,SR,,
