Year,State,Site,Site_Prod,Sam_Time,Plot_ID,Block,N_Trt,Plant_N,Side_N,Plant_N_SI,Side_N_SI,Nitrate1,Nitrate2,Nitrate3,Ammonium1,Comment
2014,ND,Durbin,Low,Post,310,3,10,40,80,45,90,3,1.5,1.5,.,.
2014,ND,Durbin,Low,Post,311,3,15,80,80,90,90,5,5,2,.,.
2014,ND,Durbin,Low,Post,312,3,9,40,40,45,45,1.5,1,1.5,.,.
2014,ND,Durbin,Low,Post,313,3,1,0,0,0,0,1.5,1,2,.,.
2014,ND,Durbin,Low,Post,314,3,6,200,0,225,0,1,2,1.5,.,.
2014,ND,Durbin,Low,Post,315,3,11,40,120,45,135,14,6,2,.,.
2014,ND,Durbin,Low,Post,316,3,4,120,0,135,0,1.5,2,6.5,.,.
2014,ND,Durbin,Low,Post,401,4,15,80,80,90,90,8,4.5,3,.,.
2014,ND,Durbin,Low,Post,402,4,8,280,0,315,0,5,11.5,6.5,.,.
2014,ND,Durbin,Low,Post,403,4,3,80,0,90,0,1.5,1,1.5,.,.
2014,ND,Durbin,Low,Post,404,4,10,40,80,45,90,4,4,2.5,.,.
2014,ND,Durbin,Low,Post,405,4,5,160,0,180,0,2.5,2,2,.,.
2014,ND,Durbin,Low,Post,406,4,7,240,0,270,0,5,7,5,.,.
2014,ND,Durbin,Low,Post,407,4,12,40,160,45,180,34.5,2.5,6.5,.,.
2014,ND,Durbin,Low,Post,408,4,4,120,0,135,0,4,2,2,.,.
2014,ND,Durbin,Low,Post,409,4,16,80,160,90,180,47.5,13.5,8.5,.,.
2014,ND,Durbin,Low,Post,410,4,1,0,0,0,0,2,2,1.5,.,.
2014,ND,Durbin,Low,Post,411,4,11,40,120,45,135,21,4,5,.,.
2014,ND,Durbin,Low,Post,412,4,2,40,0,45,0,2,1.5,2,.,.
2014,ND,Durbin,Low,Post,413,4,14,40,240,45,270,38,16.5,5,.,.
2014,ND,Durbin,Low,Post,414,4,13,40,200,45,225,53.5,10.5,3.5,.,.
2014,ND,Durbin,Low,Post,415,4,6,200,0,225,0,1.5,2,2,.,.
2014,ND,Durbin,Low,Post,416,4,9,40,40,45,45,1.5,1.5,2.5,.,.
2014,ND,Durbin,Low,PPNT,.,1,.,.,.,.,.,3.5,3.5,3.5,3.9,.
2014,ND,Durbin,Low,PPNT,.,2,.,.,.,.,.,3.5,4,3.5,3.5,.
2014,ND,Durbin,Low,PPNT,.,3,.,.,.,.,.,3.5,6,5,3.5,.
2014,ND,Durbin,Low,PPNT,.,4,.,.,.,.,.,3.5,3.5,2,4.4,.
2014,ND,Durbin,Low,PSNT,101,1,2,40,0,45,0,3.5,3.5,.,.,.
2014,ND,Durbin,Low,PSNT,103,1,4,120,0,135,0,16.5,14.5,.,.,.
2014,ND,Durbin,Low,PSNT,105,1,6,200,0,225,0,27,7.5,.,.,.
2014,ND,Durbin,Low,PSNT,107,1,8,280,0,315,0,30,25.5,.,.,.
2014,ND,Durbin,Low,PSNT,108,1,1,0,0,0,0,2.5,2,.,4.9,.
2014,ND,Durbin,Low,PSNT,110,1,5,160,0,180,0,22.5,12,.,5.5,.
2014,ND,Durbin,Low,PSNT,114,1,3,80,0,90,0,2,5,.,3.7,.
2014,ND,Durbin,Low,PSNT,116,1,7,240,0,270,0,31,9.5,.,5.5,.
2014,ND,Durbin,Low,PSNT,203,2,1,0,0,0,0,3,6,.,5.2,.
2014,ND,Durbin,Low,PSNT,205,2,5,160,0,180,0,26,11,.,5.8,.
2014,ND,Durbin,Low,PSNT,206,2,4,120,0,135,0,13.5,3.5,.,.,.
2014,ND,Durbin,Low,PSNT,208,2,6,200,0,225,0,14,9.5,.,.,.
2014,ND,Durbin,Low,PSNT,209,2,2,40,0,45,0,3.5,3,.,.,.
2014,ND,Durbin,Low,PSNT,210,2,8,280,0,315,0,56,18,.,.,.
2014,ND,Durbin,Low,PSNT,211,2,3,80,0,90,0,7.5,6.5,.,4.9,.
2014,ND,Durbin,Low,PSNT,212,2,7,240,0,270,0,31.5,15.5,.,10,.
2014,ND,Durbin,Low,PSNT,303,3,7,240,0,270,0,22,.,.,4.8,.
2014,ND,Durbin,Low,PSNT,304,3,2,40,0,45,0,4.5,.,.,.,.
2014,ND,Durbin,Low,PSNT,306,3,8,280,0,315,0,39,.,.,.,.
2014,ND,Durbin,Low,PSNT,307,3,3,80,0,90,0,3.5,.,.,3.7,.
2014,ND,Durbin,Low,PSNT,309,3,5,160,0,180,0,26.5,.,.,7.2,.
2014,ND,Durbin,Low,PSNT,313,3,1,0,0,0,0,2.5,.,.,4.3,.
2014,ND,Durbin,Low,PSNT,314,3,6,200,0,225,0,12.5,.,.,.,.
2014,ND,Durbin,Low,PSNT,316,3,4,120,0,135,0,11.5,.,.,.,.
2014,ND,Durbin,Low,PSNT,402,4,8,280,0,315,0,27,.,.,.,.
2014,ND,Durbin,Low,PSNT,403,4,3,80,0,90,0,25.5,.,.,3.6,.
2014,ND,Durbin,Low,PSNT,405,4,5,160,0,180,0,14,.,.,3.9,.
2014,ND,Durbin,Low,PSNT,406,4,7,240,0,270,0,31,.,.,11.5,.
2014,ND,Durbin,Low,PSNT,408,4,4,120,0,135,0,16,.,.,.,.
2014,ND,Durbin,Low,PSNT,410,4,1,0,0,0,0,3,.,.,4,.
2014,ND,Durbin,Low,PSNT,412,4,2,40,0,45,0,5.5,.,.,.,.
2014,ND,Durbin,Low,PSNT,415,4,6,200,0,225,0,19,.,.,.,.
2014,ND,Durbin,Low,VT,101,1,2,40,0,45,0,0.5,1.5,.,.,.
2014,ND,Durbin,Low,VT,102,1,11,40,120,45,135,11.5,5,.,16,.
2014,ND,Durbin,Low,VT,103,1,4,120,0,135,0,2,1.5,.,.,.
2014,ND,Durbin,Low,VT,104,1,14,40,240,45,270,47.5,11,.,.,.
2014,ND,Durbin,Low,VT,105,1,6,200,0,225,0,13.5,3.5,.,.,.
2014,ND,Durbin,Low,VT,106,1,15,80,80,90,90,5,3,.,8.3,.
2014,ND,Durbin,Low,VT,107,1,8,280,0,315,0,3,5,.,.,.
2014,ND,Durbin,Low,VT,108,1,1,0,0,0,0,1,0.5,.,4.7,.
2014,ND,Durbin,Low,VT,109,1,10,40,80,45,90,8.5,2,.,.,.
2014,ND,Durbin,Low,VT,110,1,5,160,0,180,0,1,1.5,.,4.6,.
2014,ND,Durbin,Low,VT,111,1,13,40,200,45,225,23,5.5,.,.,.
2014,ND,Durbin,Low,VT,112,1,9,40,40,45,45,12,3.5,.,.,.
2014,ND,Durbin,Low,VT,113,1,16,80,160,90,180,76,9,.,.,.
2014,ND,Durbin,Low,VT,114,1,3,80,0,90,0,2,1,.,7.3,.
2014,ND,Durbin,Low,VT,115,1,12,40,160,45,180,19.5,6.5,.,.,.
2014,ND,Durbin,Low,VT,116,1,7,240,0,270,0,4.5,2.5,.,6.8,.
2014,ND,Durbin,Low,VT,201,2,13,40,200,45,225,39,10,.,.,.
2014,ND,Durbin,Low,VT,202,2,10,40,80,45,90,15.5,7,.,.,.
2014,ND,Durbin,Low,VT,203,2,1,0,0,0,0,2.5,1.5,.,6.3,.
2014,ND,Durbin,Low,VT,204,2,12,40,160,45,180,59.5,10.5,.,.,.
2014,ND,Durbin,Low,VT,205,2,5,160,0,180,0,4,2.5,.,23.4,.
2014,ND,Durbin,Low,VT,206,2,4,120,0,135,0,4,1.5,.,.,.
2014,ND,Durbin,Low,VT,207,2,11,40,120,45,135,35.5,8,.,36,.
2014,ND,Durbin,Low,VT,208,2,6,200,0,225,0,2,6.5,.,.,.
2014,ND,Durbin,Low,VT,209,2,2,40,0,45,0,1.5,1.5,.,.,.
2014,ND,Durbin,Low,VT,210,2,8,280,0,315,0,36.5,5,.,.,.
2014,ND,Durbin,Low,VT,211,2,3,80,0,90,0,2.5,2.5,.,6.8,.
2014,ND,Durbin,Low,VT,212,2,7,240,0,270,0,34,24,.,36.8,.
2014,ND,Durbin,Low,VT,213,2,15,80,80,90,90,3.5,2.5,.,11.3,.
2014,ND,Durbin,Low,VT,214,2,9,40,40,45,45,5,2,.,.,.
2014,ND,Durbin,Low,VT,215,2,16,80,160,90,180,15.5,6.5,.,.,.
2014,ND,Durbin,Low,VT,216,2,14,40,240,45,270,11,4.5,.,.,.
2014,ND,Durbin,Low,VT,301,3,16,80,160,90,180,75,9.5,.,.,.
2014,ND,Durbin,Low,VT,302,3,12,40,160,45,180,11.5,10,.,.,.
2014,ND,Durbin,Low,VT,303,3,7,240,0,270,0,4,3,.,5.9,.
2014,ND,Durbin,Low,VT,304,3,2,40,0,45,0,0.5,1.5,.,.,.
2014,ND,Durbin,Low,VT,305,3,13,40,200,45,225,39,12,.,.,.
2014,ND,Durbin,Low,VT,306,3,8,280,0,315,0,4,4,.,.,.
2014,ND,Durbin,Low,VT,307,3,3,80,0,90,0,0.5,0.5,.,6.4,.
2014,ND,Durbin,Low,VT,308,3,14,40,240,45,270,65.5,9,.,.,.
2014,ND,Durbin,Low,VT,309,3,5,160,0,180,0,5.5,5.5,.,7.2,.
2014,ND,Durbin,Low,VT,310,3,10,40,80,45,90,16,4,.,.,.
2014,ND,Durbin,Low,VT,311,3,15,80,80,90,90,18.5,3,.,17.2,.
2014,ND,Durbin,Low,VT,312,3,9,40,40,45,45,13,3.5,.,.,.
2014,ND,Durbin,Low,VT,313,3,1,0,0,0,0,1,2,.,7.7,.
2014,ND,Durbin,Low,VT,314,3,6,200,0,225,0,20.5,3.5,.,.,.
2014,ND,Durbin,Low,VT,315,3,11,40,120,45,135,20,9.5,.,28.4,.
2014,ND,Durbin,Low,VT,316,3,4,120,0,135,0,1.5,1,.,.,.
2014,ND,Durbin,Low,VT,401,4,15,80,80,90,90,5,2,.,8.1,.
2014,ND,Durbin,Low,VT,402,4,8,280,0,315,0,21.5,14.5,.,.,.
2014,ND,Durbin,Low,VT,403,4,3,80,0,90,0,5,1,.,6.3,.
2014,ND,Durbin,Low,VT,404,4,10,40,80,45,90,13,3.5,.,.,.
2014,ND,Durbin,Low,VT,405,4,5,160,0,180,0,4.5,3.5,.,9.4,.
2014,ND,Durbin,Low,VT,406,4,7,240,0,270,0,20,21,.,26.9,.
2014,ND,Durbin,Low,VT,407,4,12,40,160,45,180,53,8,.,.,.
2014,ND,Durbin,Low,VT,408,4,4,120,0,135,0,4.5,1.5,.,.,.
2014,ND,Durbin,Low,VT,409,4,16,80,160,90,180,47.5,7,.,.,.
2014,ND,Durbin,Low,VT,410,4,1,0,0,0,0,1.5,1,.,7.4,.
2014,ND,Durbin,Low,VT,411,4,11,40,120,45,135,22.5,3,.,14.7,.
2014,ND,Durbin,Low,VT,412,4,2,40,0,45,0,1.5,1,.,.,.
2014,ND,Durbin,Low,VT,413,4,14,40,240,45,270,19,5.5,.,.,.
2014,ND,Durbin,Low,VT,414,4,13,40,200,45,225,54.5,10.5,.,.,.
2014,ND,Durbin,Low,VT,415,4,6,200,0,225,0,7.5,4.5,.,.,.
2014,ND,Durbin,Low,VT,416,4,9,40,40,45,45,4,3,.,.,.
2014,NE,Brandes,Low,Post,101,1,2,40,0,45,0,3.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,102,1,3,80,0,90,0,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,103,1,9,40,40,45,45,3.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,104,1,14,40,240,45,270,2.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,105,1,16,80,160,90,180,2.5,1,1,.,.
2014,NE,Brandes,Low,Post,106,1,13,40,200,45,225,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,107,1,10,40,80,45,90,4,1,0.5,.,.
2014,NE,Brandes,Low,Post,108,1,5,160,0,180,0,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,109,1,1,0,0,0,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,110,1,4,120,0,135,0,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,111,1,12,40,160,45,180,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,112,1,11,40,120,45,135,2.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,113,1,15,80,80,90,90,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,114,1,6,200,0,225,0,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,115,1,7,240,0,270,0,2.5,0.5,1,.,.
2014,NE,Brandes,Low,Post,116,1,8,280,0,315,0,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,201,2,5,160,0,180,0,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,202,2,16,80,160,90,180,1,11.5,7.5,.,.
2014,NE,Brandes,Low,Post,203,2,7,240,0,270,0,2,0.5,1.5,.,.
2014,NE,Brandes,Low,Post,204,2,11,40,120,45,135,4,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,205,2,1,0,0,0,0,2.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,206,2,12,40,160,45,180,3,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,207,2,9,40,40,45,45,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,208,2,3,80,0,90,0,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,209,2,4,120,0,135,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,210,2,10,40,80,45,90,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,211,2,15,80,80,90,90,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,212,2,8,280,0,315,0,3,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,213,2,2,40,0,45,0,3.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,214,2,13,40,200,45,225,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,215,2,6,200,0,225,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,216,2,14,40,240,45,270,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,301,3,1,0,0,0,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,302,3,9,40,40,45,45,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,303,3,12,40,160,45,180,1.5,0.5,3.5,.,.
2014,NE,Brandes,Low,Post,304,3,14,40,240,45,270,2,0.5,4.5,.,.
2014,NE,Brandes,Low,Post,305,3,6,200,0,225,0,2.5,1,0.5,.,.
2014,NE,Brandes,Low,Post,306,3,13,40,200,45,225,2.5,0.5,2,.,.
2014,NE,Brandes,Low,Post,307,3,3,80,0,90,0,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,308,3,16,80,160,90,180,2.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,309,3,11,40,120,45,135,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,310,3,5,160,0,180,0,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,311,3,7,240,0,270,0,1,3.5,4.5,.,.
2014,NE,Brandes,Low,Post,312,3,4,120,0,135,0,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,313,3,15,80,80,90,90,4,1.5,0.5,.,.
2014,NE,Brandes,Low,Post,314,3,10,40,80,45,90,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,315,3,8,280,0,315,0,1.5,0.5,1,.,.
2014,NE,Brandes,Low,Post,316,3,2,40,0,45,0,1,1,0.5,.,.
2014,NE,Brandes,Low,Post,401,4,4,120,0,135,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,402,4,16,80,160,90,180,1.5,11.5,3.5,.,.
2014,NE,Brandes,Low,Post,403,4,9,40,40,45,45,0.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,404,4,15,80,80,90,90,1,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,405,4,7,240,0,270,0,4,0.5,1,.,.
2014,NE,Brandes,Low,Post,406,4,10,40,80,45,90,2,1,1.5,.,.
2014,NE,Brandes,Low,Post,407,4,5,160,0,180,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,408,4,12,40,160,45,180,1,1,0.5,.,.
2014,NE,Brandes,Low,Post,409,4,13,40,200,45,225,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,410,4,2,40,0,45,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,411,4,8,280,0,315,0,2,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,412,4,1,0,0,0,0,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,413,4,11,40,120,45,135,1.5,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,414,4,3,80,0,90,0,3,0.5,0.5,.,.
2014,NE,Brandes,Low,Post,415,4,6,200,0,225,0,1.5,0.5,1,.,.
2014,NE,Brandes,Low,Post,416,4,14,40,240,45,270,1,4,11,.,.
2014,NE,Brandes,Low,PPNT,.,1,.,.,.,.,.,5,3,4,2.8,.
2014,NE,Brandes,Low,PPNT,.,2,.,.,.,.,.,5.5,2,1.5,2.6,.
2014,NE,Brandes,Low,PPNT,.,3,.,.,.,.,.,6,3,2,3,.
2014,NE,Brandes,Low,PPNT,.,4,.,.,.,.,.,5.5,4.5,3,1.9,.
2014,NE,Brandes,Low,PSNT,101,1,2,40,0,45,0,9,.,.,.,.
2014,NE,Brandes,Low,PSNT,102,1,3,80,0,90,0,9,.,.,3.2,.
2014,NE,Brandes,Low,PSNT,108,1,5,160,0,180,0,19,.,.,1.4,.
2014,NE,Brandes,Low,PSNT,109,1,1,0,0,0,0,4,.,.,1,.
2014,NE,Brandes,Low,PSNT,110,1,4,120,0,135,0,11.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,111,1,12,40,160,45,180,4.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,114,1,6,200,0,225,0,37.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,115,1,7,240,0,270,0,19,.,.,5.2,.
2014,NE,Brandes,Low,PSNT,116,1,8,280,0,315,0,22,.,.,.,.
2014,NE,Brandes,Low,PSNT,201,2,5,160,0,180,0,11.5,.,.,1.4,.
2014,NE,Brandes,Low,PSNT,203,2,7,240,0,270,0,18.5,.,.,1.8,.
2014,NE,Brandes,Low,PSNT,205,2,1,0,0,0,0,4,.,.,1.4,.
2014,NE,Brandes,Low,PSNT,206,2,12,40,160,45,180,6.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,208,2,3,80,0,90,0,4.5,.,.,2.6,.
2014,NE,Brandes,Low,PSNT,209,2,4,120,0,135,0,6.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,212,2,8,280,0,315,0,31,.,.,.,.
2014,NE,Brandes,Low,PSNT,213,2,2,40,0,45,0,7,.,.,.,.
2014,NE,Brandes,Low,PSNT,215,2,6,200,0,225,0,10.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,301,3,1,0,0,0,0,3,.,.,1.2,.
2014,NE,Brandes,Low,PSNT,303,3,12,40,160,45,180,5.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,305,3,6,200,0,225,0,32.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,307,3,3,80,0,90,0,13.5,.,.,1.3,.
2014,NE,Brandes,Low,PSNT,310,3,5,160,0,180,0,21,.,.,1.2,.
2014,NE,Brandes,Low,PSNT,311,3,7,240,0,270,0,8,.,.,1.3,.
2014,NE,Brandes,Low,PSNT,312,3,4,120,0,135,0,18,.,.,.,.
2014,NE,Brandes,Low,PSNT,315,3,8,280,0,315,0,22,.,.,.,.
2014,NE,Brandes,Low,PSNT,316,3,2,40,0,45,0,4.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,401,4,4,120,0,135,0,21.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,405,4,7,240,0,270,0,11.5,.,.,2.9,.
2014,NE,Brandes,Low,PSNT,407,4,5,160,0,180,0,10.5,.,.,0.9,.
2014,NE,Brandes,Low,PSNT,408,4,12,40,160,45,180,8.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,410,4,2,40,0,45,0,12.5,.,.,.,.
2014,NE,Brandes,Low,PSNT,411,4,8,280,0,315,0,29,.,.,.,.
2014,NE,Brandes,Low,PSNT,412,4,1,0,0,0,0,6.5,.,.,1.3,.
2014,NE,Brandes,Low,PSNT,414,4,3,80,0,90,0,22,.,.,1.3,.
2014,NE,Brandes,Low,PSNT,415,4,6,200,0,225,0,35.5,.,.,.,.
2014,NE,Brandes,Low,R3,109,1,1,0,0,0,0,5,.,.,.,.
2014,NE,Brandes,Low,R3,111,1,12,40,160,45,180,30.5,.,.,.,.
2014,NE,Brandes,Low,R3,114,1,6,200,0,225,0,5,.,.,.,.
2014,NE,Brandes,Low,R3,205,2,1,0,0,0,0,4.5,.,.,.,.
2014,NE,Brandes,Low,R3,206,2,12,40,160,45,180,18,.,.,.,.
2014,NE,Brandes,Low,R3,215,2,6,200,0,225,0,6,.,.,.,.
2014,NE,Brandes,Low,R3,301,3,1,0,0,0,0,5,.,.,.,.
2014,NE,Brandes,Low,R3,303,3,12,40,160,45,180,10,.,.,.,.
2014,NE,Brandes,Low,R3,305,3,6,200,0,225,0,6.5,.,.,.,.
2014,NE,Brandes,Low,R3,408,4,12,40,160,45,180,21.5,.,.,.,.
2014,NE,Brandes,Low,R3,412,4,1,0,0,0,0,4.5,.,.,.,.
2014,NE,Brandes,Low,R3,415,4,6,200,0,225,0,4,.,.,.,.
2014,NE,Brandes,Low,V10,109,1,1,0,0,0,0,5.5,.,.,.,.
2014,NE,Brandes,Low,V10,111,1,12,40,160,45,180,36,.,.,.,.
2014,NE,Brandes,Low,V10,114,1,6,200,0,225,0,26,.,.,.,.
2014,NE,Brandes,Low,V10,205,2,1,0,0,0,0,6,.,.,.,.
2014,NE,Brandes,Low,V10,206,2,12,40,160,45,180,17,.,.,.,.
2014,NE,Brandes,Low,V10,215,2,6,200,0,225,0,6.5,.,.,.,.
2014,NE,Brandes,Low,V10,301,3,1,0,0,0,0,2.5,.,.,.,.
2014,NE,Brandes,Low,V10,303,3,12,40,160,45,180,50.5,.,.,.,.
2014,NE,Brandes,Low,V10,305,3,6,200,0,225,0,10,.,.,.,.
2014,NE,Brandes,Low,V10,408,4,12,40,160,45,180,54,.,.,.,.
2014,NE,Brandes,Low,V10,412,4,1,0,0,0,0,17.5,.,.,.,.
2014,NE,Brandes,Low,V10,415,4,6,200,0,225,0,4,.,.,.,.
2014,NE,Brandes,Low,V4,109,1,1,0,0,0,0,9,5.5,.,.,.
2014,NE,Brandes,Low,V4,111,1,12,40,160,45,180,15,8,.,.,.
2014,NE,Brandes,Low,V4,114,1,6,200,0,225,0,41,21,.,.,.
2014,NE,Brandes,Low,V4,205,2,1,0,0,0,0,9.5,5.5,.,.,.
2014,NE,Brandes,Low,V4,206,2,12,40,160,45,180,14.5,6,.,.,.
2014,NE,Brandes,Low,V4,215,2,6,200,0,225,0,44,10.5,.,.,.
2014,NE,Brandes,Low,V4,301,3,1,0,0,0,0,10,3.5,.,.,.
2014,NE,Brandes,Low,V4,303,3,12,40,160,45,180,12,4.5,.,.,.
2014,NE,Brandes,Low,V4,305,3,6,200,0,225,0,41.5,7.5,.,.,.
2014,NE,Brandes,Low,V4,408,4,12,40,160,45,180,18,7.5,.,.,.
2014,NE,Brandes,Low,V4,412,4,1,0,0,0,0,8.5,5,.,.,.
2014,NE,Brandes,Low,V4,415,4,6,200,0,225,0,33.5,8.5,.,.,.
2014,NE,Brandes,Low,V8,109,1,1,0,0,0,0,4.5,.,.,.,.
2014,NE,Brandes,Low,V8,111,1,12,40,160,45,180,3,.,.,.,.
2014,NE,Brandes,Low,V8,114,1,6,200,0,225,0,9,.,.,.,.
2014,NE,Brandes,Low,V8,205,2,1,0,0,0,0,5,.,.,.,.
2014,NE,Brandes,Low,V8,206,2,12,40,160,45,180,5,.,.,.,.
2014,NE,Brandes,Low,V8,215,2,6,200,0,225,0,6.5,.,.,.,.
2014,NE,Brandes,Low,V8,301,3,1,0,0,0,0,2.5,.,.,.,.
2014,NE,Brandes,Low,V8,303,3,12,40,160,45,180,5.5,.,.,.,.
2014,NE,Brandes,Low,V8,305,3,6,200,0,225,0,8,.,.,.,.
2014,NE,Brandes,Low,V8,408,4,12,40,160,45,180,7,.,.,.,.
2014,NE,Brandes,Low,V8,412,4,1,0,0,0,0,4,.,.,.,.
2014,NE,Brandes,Low,V8,415,4,6,200,0,225,0,4,.,.,.,.
2014,NE,Brandes,Low,VT,109,1,1,0,0,0,0,4,.,.,.,.
2014,NE,Brandes,Low,VT,111,1,12,40,160,45,180,45,.,.,.,.
2014,NE,Brandes,Low,VT,114,1,6,200,0,225,0,8,.,.,.,.
2014,NE,Brandes,Low,VT,205,2,1,0,0,0,0,4.5,.,.,.,.
2014,NE,Brandes,Low,VT,206,2,12,40,160,45,180,30,.,.,.,.
2014,NE,Brandes,Low,VT,215,2,6,200,0,225,0,4,.,.,.,.
2014,NE,Brandes,Low,VT,301,3,1,0,0,0,0,4,.,.,.,.
2014,NE,Brandes,Low,VT,303,3,12,40,160,45,180,37.5,.,.,.,.
2014,NE,Brandes,Low,VT,305,3,6,200,0,225,0,7,.,.,.,.
2014,NE,Brandes,Low,VT,408,4,12,40,160,45,180,51.5,.,.,.,.
2014,NE,Brandes,Low,VT,412,4,1,0,0,0,0,5,.,.,.,.
2014,NE,Brandes,Low,VT,415,4,6,200,0,225,0,4,.,.,.,.
2014,NE,SCAL,High,Post,101,1,2,40,0,45,0,1,1.5,1,.,.
2014,NE,SCAL,High,Post,102,1,3,80,0,90,0,1.5,0.5,0.5,.,.
2014,NE,SCAL,High,Post,103,1,9,40,40,45,45,2,1,1.5,.,.
2014,NE,SCAL,High,Post,104,1,14,40,240,45,270,.,.,9.5,.,.
2014,NE,SCAL,High,Post,105,1,16,80,160,90,180,4,7.5,3,.,.
2014,NE,SCAL,High,Post,106,1,13,40,200,45,225,1.5,5,2.5,.,.
2014,NE,SCAL,High,Post,107,1,10,40,80,45,90,1,1.5,0.5,.,.
2014,NE,SCAL,High,Post,108,1,5,160,0,180,0,1.5,1.5,1,.,.
2014,NE,SCAL,High,Post,109,1,1,0,0,0,0,1.5,0.5,0.5,.,.
2014,NE,SCAL,High,Post,110,1,4,120,0,135,0,1,1,0.5,.,.
2014,NE,SCAL,High,Post,111,1,12,40,160,45,180,5.5,3,0.5,.,.
2014,NE,SCAL,High,Post,112,1,11,40,120,45,135,2.5,3.5,1,.,.
2014,NE,SCAL,High,Post,113,1,15,80,80,90,90,1.5,2,1.5,.,.
2014,NE,SCAL,High,Post,114,1,6,200,0,225,0,3.5,8.5,3.5,.,.
2014,NE,SCAL,High,Post,115,1,7,240,0,270,0,3.5,11.5,3.5,.,.
2014,NE,SCAL,High,Post,116,1,8,280,0,315,0,3,10,9,.,.
2014,NE,SCAL,High,Post,201,2,5,160,0,180,0,0.5,0.5,0.5,.,.
2014,NE,SCAL,High,Post,202,2,16,80,160,90,180,.,.,5.5,.,.
2014,NE,SCAL,High,Post,203,2,7,240,0,270,0,2.5,4,1.5,.,.
2014,NE,SCAL,High,Post,204,2,11,40,120,45,135,1,1,0.5,.,.
2014,NE,SCAL,High,Post,205,2,1,0,0,0,0,1,0.5,0.5,.,.
2014,NE,SCAL,High,Post,206,2,12,40,160,45,180,3,7.5,3.5,.,.
2014,NE,SCAL,High,Post,207,2,9,40,40,45,45,1,0.5,0.5,.,.
2014,NE,SCAL,High,Post,208,2,3,80,0,90,0,1.5,1,1,.,.
2014,NE,SCAL,High,Post,209,2,4,120,0,135,0,1.5,1.5,1,.,.
2014,NE,SCAL,High,Post,210,2,10,40,80,45,90,1,1,0.5,.,.
2014,NE,SCAL,High,Post,211,2,15,80,80,90,90,1.5,1.5,1,.,.
