Year,State,Site,Site_Prod,Sam_Time,Plot_ID,Block,N_Trt,Plant_N,Side_N,Plant_N_SI,Side_N_SI,Nitrate1,Nitrate2,Nitrate3,Ammonium1,Comment
2015,IN,Sand,Low,Post,108,1,5,160,0,180,0,0.5,0.5,1.5,.,.
2015,IN,Sand,Low,Post,109,1,1,0,0,0,0,1,0.5,0.5,.,.
2015,IN,Sand,Low,Post,110,1,4,120,0,135,0,1.5,0.5,1,.,.
2015,IN,Sand,Low,Post,111,1,12,40,160,45,180,22.5,1.5,0.5,.,.
2015,IN,Sand,Low,Post,112,1,11,40,120,45,135,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,113,1,15,80,80,90,90,0.5,0.5,1,.,.
2015,IN,Sand,Low,Post,114,1,6,200,0,225,0,1,5.5,0.5,.,.
2015,IN,Sand,Low,Post,115,1,7,240,0,270,0,20.5,24,5.5,.,.
2015,IN,Sand,Low,Post,116,1,8,280,0,315,0,11.5,10.5,2,.,.
2015,IN,Sand,Low,Post,201,2,5,160,0,180,0,0.5,0.5,1.5,.,.
2015,IN,Sand,Low,Post,202,2,16,80,160,90,180,8.5,9,5.5,.,.
2015,IN,Sand,Low,Post,203,2,7,240,0,270,0,15.5,12,1.5,.,.
2015,IN,Sand,Low,Post,204,2,11,40,120,45,135,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,205,2,1,0,0,0,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,206,2,12,40,160,45,180,7,1,2.5,.,.
2015,IN,Sand,Low,Post,207,2,9,40,40,45,45,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,208,2,3,80,0,90,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,209,2,4,120,0,135,0,2,1,2.5,.,.
2015,IN,Sand,Low,Post,210,2,10,40,80,45,90,2,0.5,1.5,.,.
2015,IN,Sand,Low,Post,211,2,15,80,80,90,90,0.5,3,1,.,.
2015,IN,Sand,Low,Post,212,2,8,280,0,315,0,4,4.5,3.5,.,.
2015,IN,Sand,Low,Post,213,2,2,40,0,45,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,214,2,13,40,200,45,225,11.5,4,2.5,.,.
2015,IN,Sand,Low,Post,215,2,6,200,0,225,0,2.5,5.5,3,.,.
2015,IN,Sand,Low,Post,216,2,14,40,240,45,270,35.5,17.5,6.5,.,.
2015,IN,Sand,Low,Post,301,3,1,0,0,0,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,302,3,9,40,40,45,45,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,303,3,12,40,160,45,180,32.5,7,2,.,.
2015,IN,Sand,Low,Post,304,3,14,40,240,45,270,51,19,3.5,.,.
2015,IN,Sand,Low,Post,305,3,6,200,0,225,0,0.5,3.5,2,.,.
2015,IN,Sand,Low,Post,306,3,13,40,200,45,225,.,14.5,2,.,.
2015,IN,Sand,Low,Post,307,3,3,80,0,90,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,308,3,16,80,160,90,180,1.5,2.5,2,.,.
2015,IN,Sand,Low,Post,309,3,11,40,120,45,135,16,4,1.5,.,.
2015,IN,Sand,Low,Post,310,3,5,160,0,180,0,2,1.5,2,.,.
2015,IN,Sand,Low,Post,311,3,7,240,0,270,0,11.5,9,3.5,.,.
2015,IN,Sand,Low,Post,312,3,4,120,0,135,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,313,3,15,80,80,90,90,0.5,0.5,1.5,.,.
2015,IN,Sand,Low,Post,314,3,10,40,80,45,90,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,315,3,8,280,0,315,0,22,19,7,.,.
2015,IN,Sand,Low,Post,316,3,2,40,0,45,0,0.5,1,0.5,.,.
2015,IN,Sand,Low,Post,401,4,4,120,0,135,0,0.5,1,1,.,.
2015,IN,Sand,Low,Post,402,4,16,80,160,90,180,.,.,4,.,.
2015,IN,Sand,Low,Post,403,4,9,40,40,45,45,0.5,0.5,1,.,.
2015,IN,Sand,Low,Post,404,4,15,80,80,90,90,1,3.5,2.5,.,.
2015,IN,Sand,Low,Post,405,4,7,240,0,270,0,40.5,15.5,2.5,.,.
2015,IN,Sand,Low,Post,406,4,10,40,80,45,90,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,407,4,5,160,0,180,0,0.5,1,1.5,.,.
2015,IN,Sand,Low,Post,408,4,12,40,160,45,180,16.5,1,0.5,.,.
2015,IN,Sand,Low,Post,409,4,13,40,200,45,225,25,18.5,7.5,.,.
2015,IN,Sand,Low,Post,410,4,2,40,0,45,0,1,0.5,0.5,.,.
2015,IN,Sand,Low,Post,411,4,8,280,0,315,0,0.5,7.5,2.5,.,.
2015,IN,Sand,Low,Post,412,4,1,0,0,0,0,0.5,0.5,0.5,.,.
2015,IN,Sand,Low,Post,413,4,11,40,120,45,135,0.5,1.5,1.5,.,.
2015,IN,Sand,Low,Post,414,4,3,80,0,90,0,0.5,0.5,1,.,.
2015,IN,Sand,Low,Post,415,4,6,200,0,225,0,14.5,8,1.5,.,.
2015,IN,Sand,Low,Post,416,4,14,40,240,45,270,65.5,8.5,2.5,.,.
2015,IN,Sand,Low,PPNT,.,1,.,.,.,.,.,6,3.5,3,2.5,.
2015,IN,Sand,Low,PPNT,.,2,.,.,.,.,.,5.5,3.5,3,2.4,.
2015,IN,Sand,Low,PPNT,.,3,.,.,.,.,.,5,4,2.5,2.6,.
2015,IN,Sand,Low,PPNT,.,4,.,.,.,.,.,7,4.5,3,2.9,.
2015,IN,Sand,Low,PSNT,101,1,2,40,0,45,0,13.5,4.5,.,.,.
2015,IN,Sand,Low,PSNT,102,1,3,80,0,90,0,22.5,7.5,.,1.9,.
2015,IN,Sand,Low,PSNT,108,1,5,160,0,180,0,.,11,.,2,.
2015,IN,Sand,Low,PSNT,109,1,1,0,0,0,0,8.5,4.5,.,1.2,.
2015,IN,Sand,Low,PSNT,110,1,4,120,0,135,0,45.5,8.5,.,.,.
2015,IN,Sand,Low,PSNT,114,1,6,200,0,225,0,60.5,6,.,.,.
2015,IN,Sand,Low,PSNT,115,1,7,240,0,270,0,77,11,.,5.8,.
2015,IN,Sand,Low,PSNT,116,1,8,280,0,315,0,71.5,6.5,.,.,.
2015,IN,Sand,Low,PSNT,201,2,5,160,0,180,0,41.5,8,.,2.9,.
2015,IN,Sand,Low,PSNT,203,2,7,240,0,270,0,63,7,.,6.4,.
2015,IN,Sand,Low,PSNT,205,2,1,0,0,0,0,9.5,5,.,1.9,.
2015,IN,Sand,Low,PSNT,208,2,3,80,0,90,0,38.5,4.5,.,1.9,.
2015,IN,Sand,Low,PSNT,209,2,4,120,0,135,0,39,4,.,.,.
2015,IN,Sand,Low,PSNT,212,2,8,280,0,315,0,74.5,10.5,.,.,.
2015,IN,Sand,Low,PSNT,213,2,2,40,0,45,0,23.5,4.5,.,.,.
2015,IN,Sand,Low,PSNT,215,2,6,200,0,225,0,48,6.5,.,.,.
2015,IN,Sand,Low,PSNT,301,3,1,0,0,0,0,9,4,.,1.9,.
2015,IN,Sand,Low,PSNT,305,3,6,200,0,225,0,74,7.5,.,.,.
2015,IN,Sand,Low,PSNT,307,3,3,80,0,90,0,29.5,4.5,.,2.1,.
2015,IN,Sand,Low,PSNT,310,3,5,160,0,180,0,40,6.5,.,4.1,.
2015,IN,Sand,Low,PSNT,311,3,7,240,0,270,0,57,6,.,8.8,.
2015,IN,Sand,Low,PSNT,312,3,4,120,0,135,0,39.5,5,.,.,.
2015,IN,Sand,Low,PSNT,315,3,8,280,0,315,0,69.5,12,.,.,.
2015,IN,Sand,Low,PSNT,316,3,2,40,0,45,0,24.5,5.5,.,.,.
2015,IN,Sand,Low,PSNT,401,4,4,120,0,135,0,34.5,16.5,.,.,.
2015,IN,Sand,Low,PSNT,405,4,7,240,0,270,0,77,7.5,.,15.1,.
2015,IN,Sand,Low,PSNT,407,4,5,160,0,180,0,38.5,5.5,.,4.4,.
2015,IN,Sand,Low,PSNT,410,4,2,40,0,45,0,21.5,5,.,.,.
2015,IN,Sand,Low,PSNT,411,4,8,280,0,315,0,67,6.5,.,.,.
2015,IN,Sand,Low,PSNT,412,4,1,0,0,0,0,10.5,5,.,2,.
2015,IN,Sand,Low,PSNT,414,4,3,80,0,90,0,25.5,5.5,.,2,.
2015,IN,Sand,Low,PSNT,415,4,6,200,0,225,0,70.5,9,.,.,.
2015,IN,Sand,Low,VT,102,1,3,80,0,90,0,1,2,.,3.1,.
2015,IN,Sand,Low,VT,103,1,9,40,40,45,45,1,1.5,.,.,.
2015,IN,Sand,Low,VT,106,1,13,40,200,45,225,59,8.5,.,.,.
2015,IN,Sand,Low,VT,108,1,5,160,0,180,0,12.5,5.5,.,2.9,.
2015,IN,Sand,Low,VT,109,1,1,0,0,0,0,1,1.5,.,2.8,.
2015,IN,Sand,Low,VT,112,1,11,40,120,45,135,25,4.5,.,5.6,.
2015,IN,Sand,Low,VT,113,1,15,80,80,90,90,22,7.5,.,4.2,.
2015,IN,Sand,Low,VT,115,1,7,240,0,270,0,33.5,14,.,2.8,.
2015,IN,Sand,Low,VT,201,2,5,160,0,180,0,3,5,.,2.9,.
2015,IN,Sand,Low,VT,203,2,7,240,0,270,0,16,12.5,.,3.2,.
2015,IN,Sand,Low,VT,204,2,11,40,120,45,135,16.5,6,.,5.2,.
2015,IN,Sand,Low,VT,205,2,1,0,0,0,0,0.5,0.5,.,2.7,.
2015,IN,Sand,Low,VT,207,2,9,40,40,45,45,2,4,.,.,.
2015,IN,Sand,Low,VT,208,2,3,80,0,90,0,2.5,2.5,.,2.7,.
2015,IN,Sand,Low,VT,211,2,15,80,80,90,90,41,6.5,.,5.6,.
2015,IN,Sand,Low,VT,214,2,13,40,200,45,225,38,6.5,.,.,.
2015,IN,Sand,Low,VT,301,3,1,0,0,0,0,1,1,.,1.7,.
2015,IN,Sand,Low,VT,302,3,9,40,40,45,45,2.5,1.5,.,.,.
2015,IN,Sand,Low,VT,306,3,13,40,200,45,225,71,10.5,.,.,.
2015,IN,Sand,Low,VT,307,3,3,80,0,90,0,2,3,.,1.9,.
2015,IN,Sand,Low,VT,309,3,11,40,120,45,135,39,5.5,.,8.6,.
2015,IN,Sand,Low,VT,310,3,5,160,0,180,0,19,5.5,.,2,.
2015,IN,Sand,Low,VT,311,3,7,240,0,270,0,39,9.5,.,1.9,.
2015,IN,Sand,Low,VT,313,3,15,80,80,90,90,37,6,.,3.6,.
2015,IN,Sand,Low,VT,403,4,9,40,40,45,45,2,2.5,.,.,.
2015,IN,Sand,Low,VT,404,4,15,80,80,90,90,19.5,8,.,2.7,.
2015,IN,Sand,Low,VT,405,4,7,240,0,270,0,42.5,9,.,2.2,.
2015,IN,Sand,Low,VT,407,4,5,160,0,180,0,10.5,4,.,2.4,.
2015,IN,Sand,Low,VT,409,4,13,40,200,45,225,76,10.5,.,.,.
2015,IN,Sand,Low,VT,412,4,1,0,0,0,0,1,1,.,2.3,.
2015,IN,Sand,Low,VT,413,4,11,40,120,45,135,42,9,.,14.9,.
2015,IN,Sand,Low,VT,414,4,3,80,0,90,0,1.5,3.5,.,2.2,.
2015,MN,NewRichland,High,Post,101,1,2,40,0,45,0,5,1,0.5,.,.
2015,MN,NewRichland,High,Post,102,1,3,80,0,90,0,4.5,1,0.5,.,.
2015,MN,NewRichland,High,Post,103,1,9,40,40,45,45,5,1,1,.,.
2015,MN,NewRichland,High,Post,104,1,14,40,240,45,270,17,14,9,.,.
2015,MN,NewRichland,High,Post,105,1,16,80,160,90,180,21.5,10,5,.,.
2015,MN,NewRichland,High,Post,106,1,13,40,200,45,225,38,17.5,8.5,.,.
2015,MN,NewRichland,High,Post,107,1,10,40,80,45,90,11.5,3.5,3,.,.
2015,MN,NewRichland,High,Post,108,1,5,160,0,180,0,7,1.5,0.5,.,.
2015,MN,NewRichland,High,Post,109,1,1,0,0,0,0,4.5,1,0.5,.,.
2015,MN,NewRichland,High,Post,110,1,4,120,0,135,0,4.5,1,0.5,.,.
2015,MN,NewRichland,High,Post,111,1,12,40,160,45,180,17.5,9.5,6,.,.
2015,MN,NewRichland,High,Post,112,1,11,40,120,45,135,8.5,4.5,3.5,.,.
2015,MN,NewRichland,High,Post,113,1,15,80,80,90,90,10,4,3.5,.,.
2015,MN,NewRichland,High,Post,114,1,6,200,0,225,0,7,2.5,5.5,.,.
2015,MN,NewRichland,High,Post,115,1,7,240,0,270,0,7.5,2.5,5,.,.
2015,MN,NewRichland,High,Post,116,1,8,280,0,315,0,6,5,11.5,.,.
2015,MN,NewRichland,High,Post,201,2,5,160,0,180,0,7,2,2.5,.,.
2015,MN,NewRichland,High,Post,202,2,16,80,160,90,180,15,8.5,7,.,.
2015,MN,NewRichland,High,Post,203,2,7,240,0,270,0,7,5.5,8.5,.,.
2015,MN,NewRichland,High,Post,204,2,11,40,120,45,135,9,4.5,3,.,.
2015,MN,NewRichland,High,Post,205,2,1,0,0,0,0,5.5,0.5,0.5,.,.
2015,MN,NewRichland,High,Post,206,2,12,40,160,45,180,10,4.5,4,.,.
2015,MN,NewRichland,High,Post,207,2,9,40,40,45,45,8.5,1.5,0.5,.,.
2015,MN,NewRichland,High,Post,208,2,3,80,0,90,0,4,0.5,0.5,.,.
2015,MN,NewRichland,High,Post,209,2,4,120,0,135,0,4,1,1,.,.
2015,MN,NewRichland,High,Post,210,2,10,40,80,45,90,7,1.5,1.5,.,.
2015,MN,NewRichland,High,Post,211,2,15,80,80,90,90,11.5,3.5,3,.,.
2015,MN,NewRichland,High,Post,212,2,8,280,0,315,0,10,4.5,12,.,.
2015,MN,NewRichland,High,Post,213,2,2,40,0,45,0,5.5,0.5,0.5,.,.
2015,MN,NewRichland,High,Post,214,2,13,40,200,45,225,26.5,15,14,.,.
2015,MN,NewRichland,High,Post,215,2,6,200,0,225,0,7,2.5,2,.,.
2015,MN,NewRichland,High,Post,216,2,14,40,240,45,270,27,12.5,8,.,.
2015,MN,NewRichland,High,Post,301,3,1,0,0,0,0,4,0.5,0.5,.,.
2015,MN,NewRichland,High,Post,302,3,9,40,40,45,45,5.5,1,0.5,.,.
2015,MN,NewRichland,High,Post,303,3,12,40,160,45,180,22,5,4,.,.
2015,MN,NewRichland,High,Post,304,3,14,40,240,45,270,30,5,5,.,.
2015,MN,NewRichland,High,Post,305,3,6,200,0,225,0,6,2.5,7,.,.
2015,MN,NewRichland,High,Post,306,3,13,40,200,45,225,30.5,5.5,3.5,.,.
2015,MN,NewRichland,High,Post,307,3,3,80,0,90,0,14.5,1.5,1,.,.
2015,MN,NewRichland,High,Post,308,3,16,80,160,90,180,39.5,5.5,6.5,.,.
2015,MN,NewRichland,High,Post,309,3,11,40,120,45,135,16.5,4,2.5,.,.
2015,MN,NewRichland,High,Post,310,3,5,160,0,180,0,4.5,1.5,2,.,.
2015,MN,NewRichland,High,Post,311,3,7,240,0,270,0,7.5,2.5,5.5,.,.
2015,MN,NewRichland,High,Post,312,3,4,120,0,135,0,6.5,1.5,1,.,.
2015,MN,NewRichland,High,Post,313,3,15,80,80,90,90,11.5,2,2.5,.,.
2015,MN,NewRichland,High,Post,314,3,10,40,80,45,90,8,2.5,2,.,.
2015,MN,NewRichland,High,Post,315,3,8,280,0,315,0,14,13,22,.,.
2015,MN,NewRichland,High,Post,316,3,2,40,0,45,0,5.5,1.5,0.5,.,.
2015,MN,NewRichland,High,Post,401,4,4,120,0,135,0,5.5,2,1.5,.,.
2015,MN,NewRichland,High,Post,402,4,16,80,160,90,180,14.5,6,6,.,.
2015,MN,NewRichland,High,Post,403,4,9,40,40,45,45,4.5,1.5,1,.,.
2015,MN,NewRichland,High,Post,404,4,15,80,80,90,90,14,3.5,3,.,.
2015,MN,NewRichland,High,Post,405,4,7,240,0,270,0,9,4,12.5,.,.
2015,MN,NewRichland,High,Post,406,4,10,40,80,45,90,10,3,2,.,.
2015,MN,NewRichland,High,Post,407,4,5,160,0,180,0,7,3,9,.,.
2015,MN,NewRichland,High,Post,408,4,12,40,160,45,180,16.5,5,4.5,.,.
2015,MN,NewRichland,High,Post,409,4,13,40,200,45,225,21,7,6,.,.
2015,MN,NewRichland,High,Post,410,4,2,40,0,45,0,5,1.5,0.5,.,.
2015,MN,NewRichland,High,Post,411,4,8,280,0,315,0,8.5,9.5,26,.,.
2015,MN,NewRichland,High,Post,412,4,11,40,120,45,135,13.5,3.5,2,.,.
2015,MN,NewRichland,High,Post,413,4,1,0,0,0,0,4,1,0.5,.,.
2015,MN,NewRichland,High,Post,414,4,3,80,0,90,0,6.5,1.5,1,.,.
2015,MN,NewRichland,High,Post,415,4,6,200,0,225,0,5,5,18,.,.
2015,MN,NewRichland,High,Post,416,4,14,40,240,45,270,42.5,18,7,.,.
2015,MN,NewRichland,High,PPNT,.,1,.,.,.,.,.,4,4,2,3,.
2015,MN,NewRichland,High,PPNT,.,2,.,.,.,.,.,6,3.5,1.5,3.6,.
2015,MN,NewRichland,High,PPNT,.,3,.,.,.,.,.,6,4.5,2.5,.,.
2015,MN,NewRichland,High,PPNT,.,4,.,.,.,.,.,3.5,3.5,2,4.5,.
2015,MN,NewRichland,High,PSNT,101,1,2,40,0,45,0,11.5,10.5,.,.,.
2015,MN,NewRichland,High,PSNT,102,1,3,80,0,90,0,19.5,12.5,.,5.6,.
2015,MN,NewRichland,High,PSNT,108,1,5,160,0,180,0,58,26,.,13.9,.
2015,MN,NewRichland,High,PSNT,109,1,1,0,0,0,0,9,7.5,.,4.7,.
2015,MN,NewRichland,High,PSNT,110,1,4,120,0,135,0,34,18,.,.,.
2015,MN,NewRichland,High,PSNT,114,1,6,200,0,225,0,39.5,21.5,.,.,.
2015,MN,NewRichland,High,PSNT,115,1,7,240,0,270,0,67.5,25.5,.,9.1,.
2015,MN,NewRichland,High,PSNT,116,1,8,280,0,315,0,96,32,.,.,.
2015,MN,NewRichland,High,PSNT,201,2,5,160,0,180,0,37.5,14.5,.,5.8,.
2015,MN,NewRichland,High,PSNT,203,2,7,240,0,270,0,23.5,12.5,.,6.1,.
2015,MN,NewRichland,High,PSNT,205,2,1,0,0,0,0,10,8,.,3.9,.
2015,MN,NewRichland,High,PSNT,208,2,3,80,0,90,0,34,11.5,.,3.7,.
2015,MN,NewRichland,High,PSNT,209,2,4,120,0,135,0,29,14.5,.,.,.
2015,MN,NewRichland,High,PSNT,212,2,8,280,0,315,0,68,27,.,.,.
2015,MN,NewRichland,High,PSNT,213,2,2,40,0,45,0,14.5,10,.,.,.
2015,MN,NewRichland,High,PSNT,215,2,6,200,0,225,0,35.5,18.5,.,.,.
2015,MN,NewRichland,High,PSNT,301,3,1,0,0,0,0,9,7.5,.,5.7,.
2015,MN,NewRichland,High,PSNT,305,3,6,200,0,225,0,55,27,.,.,.
2015,MN,NewRichland,High,PSNT,307,3,3,80,0,90,0,22,15.5,.,7.6,.
2015,MN,NewRichland,High,PSNT,310,3,5,160,0,180,0,45.5,27.5,.,17.8,.
2015,MN,NewRichland,High,PSNT,311,3,7,240,0,270,0,33.5,18.5,.,10.1,.
2015,MN,NewRichland,High,PSNT,312,3,4,120,0,135,0,36,15.5,.,.,.
2015,MN,NewRichland,High,PSNT,315,3,8,280,0,315,0,55.5,33,.,.,.
2015,MN,NewRichland,High,PSNT,316,3,2,40,0,45,0,15,13.5,.,.,.
2015,MN,NewRichland,High,PSNT,401,4,4,120,0,135,0,33,13.5,.,.,.
2015,MN,NewRichland,High,PSNT,405,4,7,240,0,270,0,47.5,22,.,15.9,.
2015,MN,NewRichland,High,PSNT,407,4,5,160,0,180,0,44.5,17.5,.,10.5,.
2015,MN,NewRichland,High,PSNT,410,4,2,40,0,45,0,17,12.5,.,.,.
2015,MN,NewRichland,High,PSNT,411,4,8,280,0,315,0,90.5,30,.,.,.
2015,MN,NewRichland,High,PSNT,413,4,1,0,0,0,0,7,6,.,3.4,.
2015,MN,NewRichland,High,PSNT,414,4,3,80,0,90,0,28,14.5,.,4.8,.
2015,MN,NewRichland,High,PSNT,415,4,6,200,0,225,0,39.5,15.5,.,.,.
2015,MN,NewRichland,High,VT,102,1,3,80,0,90,0,1.5,0.5,.,6,.
2015,MN,NewRichland,High,VT,103,1,9,40,40,45,45,11.5,5.5,.,.,.
2015,MN,NewRichland,High,VT,106,1,13,40,200,45,225,39.5,13.5,.,.,.
2015,MN,NewRichland,High,VT,108,1,5,160,0,180,0,2.5,3.5,.,7.9,.
2015,MN,NewRichland,High,VT,109,1,1,0,0,0,0,1.5,1,.,8.9,.
2015,MN,NewRichland,High,VT,112,1,11,40,120,45,135,34.5,13,.,9,.
2015,MN,NewRichland,High,VT,113,1,15,80,80,90,90,38.5,15.5,.,6.7,.
2015,MN,NewRichland,High,VT,115,1,7,240,0,270,0,7,12,.,6.2,.
2015,MN,NewRichland,High,VT,201,2,5,160,0,180,0,2.5,5,.,11.6,.
2015,MN,NewRichland,High,VT,203,2,7,240,0,270,0,9.5,21,.,6.1,.
2015,MN,NewRichland,High,VT,204,2,11,40,120,45,135,16.5,7.5,.,6.7,.
2015,MN,NewRichland,High,VT,205,2,1,0,0,0,0,2,1,.,5.6,.
2015,MN,NewRichland,High,VT,207,2,9,40,40,45,45,8,7.5,.,.,.
2015,MN,NewRichland,High,VT,208,2,3,80,0,90,0,1.5,1.5,.,8,.
2015,MN,NewRichland,High,VT,211,2,15,80,80,90,90,11.5,9.5,.,.,No Soil for NH4
2015,MN,NewRichland,High,VT,214,2,13,40,200,45,225,36.5,12.5,.,.,.
2015,MN,NewRichland,High,VT,301,3,1,0,0,0,0,1,0.5,.,7.4,.
2015,MN,NewRichland,High,VT,302,3,9,40,40,45,45,3.5,2.5,.,.,.
2015,MN,NewRichland,High,VT,306,3,13,40,200,45,225,11.5,7,.,.,.
2015,MN,NewRichland,High,VT,307,3,3,80,0,90,0,2,1.5,.,7.6,.
2015,MN,NewRichland,High,VT,309,3,11,40,120,45,135,19,8,.,20.2,.
2015,MN,NewRichland,High,VT,310,3,5,160,0,180,0,3.5,5.5,.,13,.
2015,MN,NewRichland,High,VT,311,3,7,240,0,270,0,2.5,4,.,.,No Soil for NH4
2015,MN,NewRichland,High,VT,313,3,15,80,80,90,90,15,6,.,.,No Soil for NH4
2015,MN,NewRichland,High,VT,403,4,9,40,40,45,45,4,3,.,.,.
2015,MN,NewRichland,High,VT,404,4,15,80,80,90,90,16,9.5,.,15,.
2015,MN,NewRichland,High,VT,405,4,7,240,0,270,0,9.5,32.5,.,10.1,.
2015,MN,NewRichland,High,VT,407,4,5,160,0,180,0,2.5,9.5,.,7.5,.
2015,MN,NewRichland,High,VT,409,4,13,40,200,45,225,34,5.5,.,.,.
2015,MN,NewRichland,High,VT,412,4,11,40,120,45,135,8,7.5,.,9.1,.
2015,MN,NewRichland,High,VT,413,4,1,0,0,0,0,1,0.5,.,8.4,.
2015,MN,NewRichland,High,VT,414,4,3,80,0,90,0,1.5,1,.,6.3,.
2015,MN,StCharles,Low,Post,101,1,2,40,0,45,0,8,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,102,1,3,80,0,90,0,1.5,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,103,1,9,40,40,45,45,3,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,104,1,14,40,240,45,270,35.5,5,1.5,.,.
2015,MN,StCharles,Low,Post,105,1,16,80,160,90,180,8,1,0.5,.,.
2015,MN,StCharles,Low,Post,106,1,13,40,200,45,225,55,5,6,.,.
2015,MN,StCharles,Low,Post,107,1,10,40,80,45,90,5.5,1.5,1.5,.,.
2015,MN,StCharles,Low,Post,108,1,5,160,0,180,0,10,2,1.5,.,.
2015,MN,StCharles,Low,Post,109,1,1,0,0,0,0,6.5,1,0.5,.,.
2015,MN,StCharles,Low,Post,110,1,4,120,0,135,0,16.5,3,2.5,.,.
2015,MN,StCharles,Low,Post,111,1,12,40,160,45,180,46,7.5,4.5,.,.
2015,MN,StCharles,Low,Post,112,1,11,40,120,45,135,12,2.5,1,.,.
2015,MN,StCharles,Low,Post,113,1,15,80,80,90,90,5,2,2,.,.
2015,MN,StCharles,Low,Post,114,1,6,200,0,225,0,12,8,9.5,.,.
2015,MN,StCharles,Low,Post,115,1,7,240,0,270,0,21.5,12.5,8.5,.,.
2015,MN,StCharles,Low,Post,116,1,8,280,0,315,0,21,8.5,5.5,.,.
2015,MN,StCharles,Low,Post,201,2,5,160,0,180,0,9,3,2,.,.
2015,MN,StCharles,Low,Post,202,2,16,80,160,90,180,23,6,4.5,.,.
2015,MN,StCharles,Low,Post,203,2,7,240,0,270,0,10,3,3.5,.,.
2015,MN,StCharles,Low,Post,204,2,11,40,120,45,135,27.5,1.5,2,.,.
2015,MN,StCharles,Low,Post,205,2,1,0,0,0,0,3,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,206,2,12,40,160,45,180,12,4,1.5,.,.
2015,MN,StCharles,Low,Post,207,2,9,40,40,45,45,14.5,3,1.5,.,.
2015,MN,StCharles,Low,Post,208,2,3,80,0,90,0,9,2,0.5,.,.
2015,MN,StCharles,Low,Post,209,2,4,120,0,135,0,13.5,2.5,1,.,.
2015,MN,StCharles,Low,Post,210,2,10,40,80,45,90,20,3,2,.,.
2015,MN,StCharles,Low,Post,211,2,15,80,80,90,90,14,3,3,.,.
2015,MN,StCharles,Low,Post,212,2,8,280,0,315,0,10.5,8.5,9,.,.
2015,MN,StCharles,Low,Post,213,2,2,40,0,45,0,5.5,1,0.5,.,.
2015,MN,StCharles,Low,Post,214,2,13,40,200,45,225,23.5,4,3,.,.
2015,MN,StCharles,Low,Post,215,2,6,200,0,225,0,11,6,3.5,.,.
2015,MN,StCharles,Low,Post,216,2,14,40,240,45,270,19,5,4,.,.
2015,MN,StCharles,Low,Post,301,3,1,0,0,0,0,6.5,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,302,3,9,40,40,45,45,8,1,0.5,.,.
2015,MN,StCharles,Low,Post,303,3,12,40,160,45,180,32,2.5,1,.,.
2015,MN,StCharles,Low,Post,304,3,14,40,240,45,270,53.5,7.5,4,.,.
2015,MN,StCharles,Low,Post,305,3,6,200,0,225,0,10.5,7.5,6.5,.,.
2015,MN,StCharles,Low,Post,306,3,13,40,200,45,225,28,7.5,4.5,.,.
2015,MN,StCharles,Low,Post,307,3,3,80,0,90,0,8.5,1.5,0.5,.,.
2015,MN,StCharles,Low,Post,308,3,16,80,160,90,180,59.5,9.5,6,.,.
2015,MN,StCharles,Low,Post,309,3,11,40,120,45,135,53,6.5,3.5,.,.
2015,MN,StCharles,Low,Post,310,3,5,160,0,180,0,8.5,4,4,.,.
2015,MN,StCharles,Low,Post,311,3,7,240,0,270,0,10.5,8,9.5,.,.
2015,MN,StCharles,Low,Post,312,3,4,120,0,135,0,5,1,1,.,.
2015,MN,StCharles,Low,Post,313,3,15,80,80,90,90,11,3.5,3,.,.
2015,MN,StCharles,Low,Post,314,3,10,40,80,45,90,10.5,2,0.5,.,.
2015,MN,StCharles,Low,Post,315,3,8,280,0,315,0,20.5,13.5,6,.,.
2015,MN,StCharles,Low,Post,316,3,2,40,0,45,0,8,0.5,0.5,.,.
2015,MN,StCharles,Low,Post,401,4,4,120,0,135,0,8,1,0.5,.,.
2015,MN,StCharles,Low,Post,402,4,16,80,160,90,180,33.5,6,3.5,.,.
2015,MN,StCharles,Low,Post,403,4,9,40,40,45,45,6,1,0.5,.,.
2015,MN,StCharles,Low,Post,404,4,15,80,80,90,90,34.5,3.5,1,.,.
2015,MN,StCharles,Low,Post,405,4,7,240,0,270,0,6.5,4,4,.,.
2015,MN,StCharles,Low,Post,406,4,10,40,80,45,90,13.5,3,1,.,.
2015,MN,StCharles,Low,Post,407,4,5,160,0,180,0,13,7,5.5,.,.
